FXRateID,DateKey,Date,FromCurrency,ToCurrency,FXRateType,FXRate,InverseRate,MonthEndFlag,QuarterEndFlag,SourceNote
1397,20191028,43766,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1398,20191029,43767,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1399,20191030,43768,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1400,20191031,43769,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1401,20191101,43770,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1402,20191102,43771,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1403,20191103,43772,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1404,20191104,43773,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1405,20191105,43774,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1406,20191106,43775,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1407,20191107,43776,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1408,20191108,43777,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1409,20191109,43778,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1410,20191110,43779,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1411,20191111,43780,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1412,20191112,43781,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1413,20191113,43782,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1414,20191114,43783,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1415,20191115,43784,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1416,20191116,43785,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1417,20191117,43786,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1418,20191118,43787,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1419,20191119,43788,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1420,20191120,43789,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1421,20191121,43790,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1422,20191122,43791,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1423,20191123,43792,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1424,20191124,43793,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1425,20191125,43794,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1426,20191126,43795,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1427,20191127,43796,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1428,20191128,43797,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1429,20191129,43798,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1430,20191130,43799,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1431,20191201,43800,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1432,20191202,43801,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1433,20191203,43802,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1434,20191204,43803,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1435,20191205,43804,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1436,20191206,43805,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1437,20191207,43806,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1438,20191208,43807,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1439,20191209,43808,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1440,20191210,43809,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1441,20191211,43810,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1442,20191212,43811,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1443,20191213,43812,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1444,20191214,43813,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1445,20191215,43814,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1446,20191216,43815,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1447,20191217,43816,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1448,20191218,43817,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1449,20191219,43818,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1450,20191220,43819,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1451,20191221,43820,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1452,20191222,43821,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1453,20191223,43822,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1454,20191224,43823,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1455,20191225,43824,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1456,20191226,43825,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1457,20191227,43826,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1458,20191228,43827,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1459,20191229,43828,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1460,20191230,43829,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1461,20191231,43830,CHF,CHF,Spot (Synthetic),1,1,Yes,Yes,Synthetic platform reporting rates for CHF normalization
1462,20200101,43831,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1463,20200102,43832,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1464,20200103,43833,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1465,20200104,43834,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1466,20200105,43835,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1467,20200106,43836,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1468,20200107,43837,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1469,20200108,43838,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1470,20200109,43839,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1471,20200110,43840,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1472,20200111,43841,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1473,20200112,43842,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1474,20200113,43843,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1475,20200114,43844,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1476,20200115,43845,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1477,20200116,43846,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1478,20200117,43847,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1479,20200118,43848,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1480,20200119,43849,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1481,20200120,43850,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1482,20200121,43851,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1483,20200122,43852,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1484,20200123,43853,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1485,20200124,43854,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1486,20200125,43855,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1487,20200126,43856,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1488,20200127,43857,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1489,20200128,43858,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1490,20200129,43859,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1491,20200130,43860,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1492,20200131,43861,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1493,20200201,43862,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1494,20200202,43863,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1495,20200203,43864,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1496,20200204,43865,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1497,20200205,43866,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1498,20200206,43867,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1499,20200207,43868,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1500,20200208,43869,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1501,20200209,43870,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1502,20200210,43871,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1503,20200211,43872,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1504,20200212,43873,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1505,20200213,43874,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1506,20200214,43875,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1507,20200215,43876,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1508,20200216,43877,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1509,20200217,43878,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1510,20200218,43879,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1511,20200219,43880,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1512,20200220,43881,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1513,20200221,43882,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1514,20200222,43883,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1515,20200223,43884,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1516,20200224,43885,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1517,20200225,43886,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1518,20200226,43887,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1519,20200227,43888,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1520,20200228,43889,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1521,20200229,43890,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1522,20200301,43891,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1523,20200302,43892,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1524,20200303,43893,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1525,20200304,43894,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1526,20200305,43895,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1527,20200306,43896,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1528,20200307,43897,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1529,20200308,43898,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1530,20200309,43899,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1531,20200310,43900,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1532,20200311,43901,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1533,20200312,43902,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1534,20200313,43903,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1535,20200314,43904,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1536,20200315,43905,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1537,20200316,43906,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1538,20200317,43907,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1539,20200318,43908,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1540,20200319,43909,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1541,20200320,43910,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1542,20200321,43911,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1543,20200322,43912,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1544,20200323,43913,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1545,20200324,43914,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1546,20200325,43915,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1547,20200326,43916,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1548,20200327,43917,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1549,20200328,43918,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1550,20200329,43919,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1551,20200330,43920,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1552,20200331,43921,CHF,CHF,Spot (Synthetic),1,1,Yes,Yes,Synthetic platform reporting rates for CHF normalization
1553,20200401,43922,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1554,20200402,43923,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1555,20200403,43924,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1556,20200404,43925,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1557,20200405,43926,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1558,20200406,43927,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1559,20200407,43928,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1560,20200408,43929,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1561,20200409,43930,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1562,20200410,43931,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1563,20200411,43932,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1564,20200412,43933,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1565,20200413,43934,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1566,20200414,43935,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1567,20200415,43936,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1568,20200416,43937,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1569,20200417,43938,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1570,20200418,43939,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1571,20200419,43940,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1572,20200420,43941,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1573,20200421,43942,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1574,20200422,43943,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1575,20200423,43944,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1576,20200424,43945,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1577,20200425,43946,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1578,20200426,43947,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1579,20200427,43948,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1580,20200428,43949,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1581,20200429,43950,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1582,20200430,43951,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1583,20200501,43952,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1584,20200502,43953,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1585,20200503,43954,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1586,20200504,43955,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1587,20200505,43956,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1588,20200506,43957,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1589,20200507,43958,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1590,20200508,43959,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1591,20200509,43960,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1592,20200510,43961,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1593,20200511,43962,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1594,20200512,43963,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1595,20200513,43964,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1596,20200514,43965,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1597,20200515,43966,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1598,20200516,43967,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1599,20200517,43968,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1600,20200518,43969,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1601,20200519,43970,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1602,20200520,43971,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1603,20200521,43972,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1604,20200522,43973,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1605,20200523,43974,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1606,20200524,43975,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1607,20200525,43976,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1608,20200526,43977,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1609,20200527,43978,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1610,20200528,43979,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1611,20200529,43980,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1612,20200530,43981,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1613,20200531,43982,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
1614,20200601,43983,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1615,20200602,43984,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1616,20200603,43985,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1617,20200604,43986,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1618,20200605,43987,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1619,20200606,43988,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1620,20200607,43989,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1621,20200608,43990,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1622,20200609,43991,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1623,20200610,43992,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1624,20200611,43993,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1625,20200612,43994,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1626,20200613,43995,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1627,20200614,43996,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1628,20200615,43997,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1629,20200616,43998,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1630,20200617,43999,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1631,20200618,44000,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1632,20200619,44001,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1633,20200620,44002,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1634,20200621,44003,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1635,20200622,44004,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1636,20200623,44005,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1637,20200624,44006,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1638,20200625,44007,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1639,20200626,44008,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1640,20200627,44009,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1641,20200628,44010,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1642,20200629,44011,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
1643,20200630,44012,CHF,CHF,Spot (Synthetic),1,1,Yes,Yes,Synthetic platform reporting rates for CHF normalization
1644,20200701,44013,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
