DateKey,Date,DayNumber,DayName,DayOfWeekISO,WeekOfYear,Month,MonthName,MonthShort,Quarter,QuarterNum,Year,YearQuarter,YearMonth,MonthStartFlag,MonthEndFlag,QuarterStartFlag,QuarterEndFlag,YearStartFlag,YearEndFlag,IsWeekendFlag
20180211,43142,11,Sunday,7,6,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,Yes
20180212,43143,12,Monday,1,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180213,43144,13,Tuesday,2,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180214,43145,14,Wednesday,3,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180215,43146,15,Thursday,4,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180216,43147,16,Friday,5,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180217,43148,17,Saturday,6,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,Yes
20180218,43149,18,Sunday,7,7,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,Yes
20180219,43150,19,Monday,1,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180220,43151,20,Tuesday,2,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180221,43152,21,Wednesday,3,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180222,43153,22,Thursday,4,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180223,43154,23,Friday,5,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180224,43155,24,Saturday,6,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,Yes
20180225,43156,25,Sunday,7,8,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,Yes
20180226,43157,26,Monday,1,9,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180227,43158,27,Tuesday,2,9,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,No,No,No,No,No,No
20180228,43159,28,Wednesday,3,9,2,February,Feb,Q1,1,2018,2018 Q1,2018-02,No,Yes,No,No,No,No,No
20180301,43160,1,Thursday,4,9,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,Yes,No,No,No,No,No,No
20180302,43161,2,Friday,5,9,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180303,43162,3,Saturday,6,9,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180304,43163,4,Sunday,7,9,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180305,43164,5,Monday,1,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180306,43165,6,Tuesday,2,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180307,43166,7,Wednesday,3,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180308,43167,8,Thursday,4,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180309,43168,9,Friday,5,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180310,43169,10,Saturday,6,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180311,43170,11,Sunday,7,10,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180312,43171,12,Monday,1,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180313,43172,13,Tuesday,2,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180314,43173,14,Wednesday,3,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180315,43174,15,Thursday,4,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180316,43175,16,Friday,5,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180317,43176,17,Saturday,6,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180318,43177,18,Sunday,7,11,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180319,43178,19,Monday,1,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180320,43179,20,Tuesday,2,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180321,43180,21,Wednesday,3,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180322,43181,22,Thursday,4,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180323,43182,23,Friday,5,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180324,43183,24,Saturday,6,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180325,43184,25,Sunday,7,12,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,Yes
20180326,43185,26,Monday,1,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180327,43186,27,Tuesday,2,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180328,43187,28,Wednesday,3,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180329,43188,29,Thursday,4,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180330,43189,30,Friday,5,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,No,No,No,No,No,No
20180331,43190,31,Saturday,6,13,3,March,Mar,Q1,1,2018,2018 Q1,2018-03,No,Yes,No,Yes,No,No,Yes
20180401,43191,1,Sunday,7,13,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,Yes,No,Yes,No,No,No,Yes
20180402,43192,2,Monday,1,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180403,43193,3,Tuesday,2,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180404,43194,4,Wednesday,3,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180405,43195,5,Thursday,4,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180406,43196,6,Friday,5,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180407,43197,7,Saturday,6,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180408,43198,8,Sunday,7,14,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180409,43199,9,Monday,1,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180410,43200,10,Tuesday,2,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180411,43201,11,Wednesday,3,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180412,43202,12,Thursday,4,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180413,43203,13,Friday,5,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180414,43204,14,Saturday,6,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180415,43205,15,Sunday,7,15,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180416,43206,16,Monday,1,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180417,43207,17,Tuesday,2,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180418,43208,18,Wednesday,3,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180419,43209,19,Thursday,4,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180420,43210,20,Friday,5,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180421,43211,21,Saturday,6,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180422,43212,22,Sunday,7,16,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180423,43213,23,Monday,1,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180424,43214,24,Tuesday,2,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180425,43215,25,Wednesday,3,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180426,43216,26,Thursday,4,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180427,43217,27,Friday,5,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,No
20180428,43218,28,Saturday,6,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180429,43219,29,Sunday,7,17,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,No,No,No,No,No,Yes
20180430,43220,30,Monday,1,18,4,April,Apr,Q2,2,2018,2018 Q2,2018-04,No,Yes,No,No,No,No,No
20180501,43221,1,Tuesday,2,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,Yes,No,No,No,No,No,No
20180502,43222,2,Wednesday,3,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180503,43223,3,Thursday,4,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180504,43224,4,Friday,5,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180505,43225,5,Saturday,6,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180506,43226,6,Sunday,7,18,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180507,43227,7,Monday,1,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180508,43228,8,Tuesday,2,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180509,43229,9,Wednesday,3,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180510,43230,10,Thursday,4,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180511,43231,11,Friday,5,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180512,43232,12,Saturday,6,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180513,43233,13,Sunday,7,19,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180514,43234,14,Monday,1,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180515,43235,15,Tuesday,2,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180516,43236,16,Wednesday,3,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180517,43237,17,Thursday,4,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180518,43238,18,Friday,5,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180519,43239,19,Saturday,6,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180520,43240,20,Sunday,7,20,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180521,43241,21,Monday,1,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180522,43242,22,Tuesday,2,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180523,43243,23,Wednesday,3,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180524,43244,24,Thursday,4,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180525,43245,25,Friday,5,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180526,43246,26,Saturday,6,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180527,43247,27,Sunday,7,21,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,Yes
20180528,43248,28,Monday,1,22,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180529,43249,29,Tuesday,2,22,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180530,43250,30,Wednesday,3,22,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,No,No,No,No,No,No
20180531,43251,31,Thursday,4,22,5,May,May,Q2,2,2018,2018 Q2,2018-05,No,Yes,No,No,No,No,No
20180601,43252,1,Friday,5,22,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,Yes,No,No,No,No,No,No
20180602,43253,2,Saturday,6,22,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180603,43254,3,Sunday,7,22,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180604,43255,4,Monday,1,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180605,43256,5,Tuesday,2,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180606,43257,6,Wednesday,3,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180607,43258,7,Thursday,4,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180608,43259,8,Friday,5,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180609,43260,9,Saturday,6,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180610,43261,10,Sunday,7,23,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180611,43262,11,Monday,1,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180612,43263,12,Tuesday,2,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180613,43264,13,Wednesday,3,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180614,43265,14,Thursday,4,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180615,43266,15,Friday,5,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180616,43267,16,Saturday,6,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180617,43268,17,Sunday,7,24,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180618,43269,18,Monday,1,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180619,43270,19,Tuesday,2,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180620,43271,20,Wednesday,3,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180621,43272,21,Thursday,4,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180622,43273,22,Friday,5,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180623,43274,23,Saturday,6,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180624,43275,24,Sunday,7,25,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,Yes
20180625,43276,25,Monday,1,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180626,43277,26,Tuesday,2,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180627,43278,27,Wednesday,3,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180628,43279,28,Thursday,4,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180629,43280,29,Friday,5,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,No,No,No,No,No,No
20180630,43281,30,Saturday,6,26,6,June,Jun,Q2,2,2018,2018 Q2,2018-06,No,Yes,No,Yes,No,No,Yes
20180701,43282,1,Sunday,7,26,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,Yes,No,Yes,No,No,No,Yes
20180702,43283,2,Monday,1,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180703,43284,3,Tuesday,2,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180704,43285,4,Wednesday,3,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180705,43286,5,Thursday,4,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180706,43287,6,Friday,5,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180707,43288,7,Saturday,6,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180708,43289,8,Sunday,7,27,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180709,43290,9,Monday,1,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180710,43291,10,Tuesday,2,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180711,43292,11,Wednesday,3,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180712,43293,12,Thursday,4,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180713,43294,13,Friday,5,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180714,43295,14,Saturday,6,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180715,43296,15,Sunday,7,28,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180716,43297,16,Monday,1,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180717,43298,17,Tuesday,2,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180718,43299,18,Wednesday,3,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180719,43300,19,Thursday,4,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180720,43301,20,Friday,5,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180721,43302,21,Saturday,6,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180722,43303,22,Sunday,7,29,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180723,43304,23,Monday,1,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180724,43305,24,Tuesday,2,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180725,43306,25,Wednesday,3,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180726,43307,26,Thursday,4,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180727,43308,27,Friday,5,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180728,43309,28,Saturday,6,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180729,43310,29,Sunday,7,30,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,Yes
20180730,43311,30,Monday,1,31,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,No,No,No,No,No,No
20180731,43312,31,Tuesday,2,31,7,July,Jul,Q3,3,2018,2018 Q3,2018-07,No,Yes,No,No,No,No,No
20180801,43313,1,Wednesday,3,31,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,Yes,No,No,No,No,No,No
20180802,43314,2,Thursday,4,31,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180803,43315,3,Friday,5,31,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180804,43316,4,Saturday,6,31,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180805,43317,5,Sunday,7,31,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180806,43318,6,Monday,1,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180807,43319,7,Tuesday,2,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180808,43320,8,Wednesday,3,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180809,43321,9,Thursday,4,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180810,43322,10,Friday,5,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180811,43323,11,Saturday,6,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180812,43324,12,Sunday,7,32,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180813,43325,13,Monday,1,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180814,43326,14,Tuesday,2,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180815,43327,15,Wednesday,3,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180816,43328,16,Thursday,4,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180817,43329,17,Friday,5,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180818,43330,18,Saturday,6,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180819,43331,19,Sunday,7,33,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180820,43332,20,Monday,1,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180821,43333,21,Tuesday,2,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180822,43334,22,Wednesday,3,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180823,43335,23,Thursday,4,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180824,43336,24,Friday,5,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180825,43337,25,Saturday,6,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180826,43338,26,Sunday,7,34,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,Yes
20180827,43339,27,Monday,1,35,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180828,43340,28,Tuesday,2,35,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180829,43341,29,Wednesday,3,35,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180830,43342,30,Thursday,4,35,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,No,No,No,No,No,No
20180831,43343,31,Friday,5,35,8,August,Aug,Q3,3,2018,2018 Q3,2018-08,No,Yes,No,No,No,No,No
20180901,43344,1,Saturday,6,35,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,Yes,No,No,No,No,No,Yes
20180902,43345,2,Sunday,7,35,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180903,43346,3,Monday,1,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180904,43347,4,Tuesday,2,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180905,43348,5,Wednesday,3,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180906,43349,6,Thursday,4,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180907,43350,7,Friday,5,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180908,43351,8,Saturday,6,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180909,43352,9,Sunday,7,36,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180910,43353,10,Monday,1,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180911,43354,11,Tuesday,2,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180912,43355,12,Wednesday,3,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180913,43356,13,Thursday,4,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180914,43357,14,Friday,5,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180915,43358,15,Saturday,6,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180916,43359,16,Sunday,7,37,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180917,43360,17,Monday,1,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180918,43361,18,Tuesday,2,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180919,43362,19,Wednesday,3,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180920,43363,20,Thursday,4,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180921,43364,21,Friday,5,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,No
20180922,43365,22,Saturday,6,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
20180923,43366,23,Sunday,7,38,9,September,Sep,Q3,3,2018,2018 Q3,2018-09,No,No,No,No,No,No,Yes
