AssetSnapshotID,AssetID,AssetCode,FundID,FundCode,ValuationDate,ValuationDateKey,QuarterEnd,AssetStatus,CumulativeInvested,CumulativeInvestedCHF,CumulativeProceeds,CumulativeProceedsCHF,FairValue,FairValueCHF,Currency,FXRateToCHF,GrossMOIC
191,6,AB1-RHG,1,AB1,43921,20200331,2020 Q1,Active,78202000,88726516,0,0,102878000,112188356,EUR,1.090499,1.316
192,6,AB1-RHG,1,AB1,44012,20200630,2020 Q2,Active,78202000,88726516,0,0,108126000,116831765,EUR,1.080515,1.383
193,6,AB1-RHG,1,AB1,44104,20200930,2020 Q3,Active,78202000,88726516,0,0,113373000,122401572,EUR,1.079636,1.45
194,6,AB1-RHG,1,AB1,44196,20201231,2020 Q4,Active,78202000,88726516,0,0,118621000,128658828,EUR,1.084621,1.517
195,6,AB1-RHG,1,AB1,44286,20210331,2021 Q1,Partially Realized,78202000,88726516,49000,52585,123869000,132930884,EUR,1.073157,1.585
196,6,AB1-RHG,1,AB1,44377,20210630,2021 Q2,Partially Realized,78202000,88726516,102000,108544,129117000,136326635,EUR,1.055838,1.652
197,6,AB1-RHG,1,AB1,44469,20210930,2021 Q3,Partially Realized,78202000,88726516,158000,167197,134365000,140730408,EUR,1.047374,1.72
198,6,AB1-RHG,1,AB1,44561,20211231,2021 Q4,Partially Realized,78202000,88726516,218000,229869,139613000,145830386,EUR,1.044533,1.788
199,6,AB1-RHG,1,AB1,44651,20220331,2022 Q1,Partially Realized,78202000,88726516,281000,294797,144861000,149294181,EUR,1.030603,1.856
200,6,AB1-RHG,1,AB1,44742,20220630,2022 Q2,Partially Realized,78202000,88726516,348000,362540,150109000,151774309,EUR,1.011094,1.924
201,6,AB1-RHG,1,AB1,44834,20220930,2022 Q3,Partially Realized,78202000,88726516,418000,432543,147918000,147925248,EUR,1.000049,1.897
202,6,AB1-RHG,1,AB1,44926,20221231,2022 Q4,Partially Realized,78202000,88726516,491000,505130,145726000,144902357,EUR,0.994348,1.87
203,6,AB1-RHG,1,AB1,45016,20230331,2023 Q1,Partially Realized,78202000,88726516,568000,580814,143535000,141082274,EUR,0.982912,1.843
204,6,AB1-RHG,1,AB1,45107,20230630,2023 Q2,Partially Realized,78202000,88726516,648000,658111,141344000,136568552,EUR,0.966214,1.816
205,6,AB1-RHG,1,AB1,45199,20230930,2023 Q3,Partially Realized,78202000,88726516,732000,738551,139152000,133254042,EUR,0.957615,1.789
206,6,AB1-RHG,1,AB1,45291,20231231,2023 Q4,Partially Realized,78202000,88726516,819000,821562,136961000,130681475,EUR,0.954151,1.762
207,6,AB1-RHG,1,AB1,45382,20240331,2024 Q1,Partially Realized,78202000,88726516,910000,908016,134770000,128038104,EUR,0.950049,1.735
208,6,AB1-RHG,1,AB1,45473,20240630,2024 Q2,Partially Realized,78202000,88726516,1004000,996475,132578000,124763455,EUR,0.941057,1.708
209,6,AB1-RHG,1,AB1,45565,20240930,2024 Q3,Partially Realized,78202000,88726516,11552000,10912449,130387000,122574341,EUR,0.940081,1.815
210,6,AB1-RHG,1,AB1,45657,20241231,2024 Q4,Partially Realized,78202000,88726516,11653000,11007800,128195000,121024669,EUR,0.944067,1.788
211,6,AB1-RHG,1,AB1,45747,20250331,2025 Q1,Partially Realized,78202000,88726516,11758000,11106504,126004000,118448422,EUR,0.940037,1.762
212,6,AB1-RHG,1,AB1,45838,20250630,2025 Q2,Partially Realized,78202000,88726516,11866000,11207063,123813000,115282160,EUR,0.931099,1.735
213,6,AB1-RHG,1,AB1,45930,20250930,2025 Q3,Partially Realized,78202000,88726516,31385000,29361548,121621000,113118841,EUR,0.930093,1.957
214,6,AB1-RHG,1,AB1,46022,20251231,2025 Q4,Partially Realized,78202000,88726516,31500000,29468958,119430000,111547262,EUR,0.933997,1.93
215,7,BG2-NDC,2,BG2,43555,20190331,2019 Q1,Active,46048000,45273012,0,0,44206000,43462013,USD,0.98317,0.96
216,7,BG2-NDC,2,BG2,43646,20190630,2019 Q2,Active,65235000,63992425,0,0,62626000,61099804,USD,0.97563,0.96
217,7,BG2-NDC,2,BG2,43738,20190930,2019 Q3,Active,76747000,75240420,0,0,73677000,71987365,USD,0.977067,0.96
218,7,BG2-NDC,2,BG2,43830,20191231,2019 Q4,Active,76747000,75240420,0,0,81400000,79321451,USD,0.974465,1.061
219,7,BG2-NDC,2,BG2,43921,20200331,2020 Q1,Active,76747000,75240420,0,0,87588000,83065744,USD,0.948369,1.141
220,7,BG2-NDC,2,BG2,44012,20200630,2020 Q2,Active,76747000,75240420,0,0,93775000,86853467,USD,0.92619,1.222
221,7,BG2-NDC,2,BG2,44104,20200930,2020 Q3,Active,76747000,75240420,0,0,99963000,91190247,USD,0.91224,1.303
222,7,BG2-NDC,2,BG2,44196,20201231,2020 Q4,Active,76747000,75240420,0,0,106151000,94923727,USD,0.894233,1.383
223,7,BG2-NDC,2,BG2,44286,20210331,2021 Q1,Partially Realized,76747000,75240420,12000,10746,112339000,100595755,USD,0.895466,1.464
224,7,BG2-NDC,2,BG2,44377,20210630,2021 Q2,Partially Realized,76747000,75240420,25000,22455,118526000,106752220,USD,0.900665,1.545
225,7,BG2-NDC,2,BG2,44469,20210930,2021 Q3,Partially Realized,76747000,75240420,39000,35255,124714000,114022518,USD,0.914272,1.626
226,7,BG2-NDC,2,BG2,44561,20211231,2021 Q4,Partially Realized,76747000,75240420,54000,49116,130902000,120962218,USD,0.924067,1.706
227,7,BG2-NDC,2,BG2,44651,20220331,2022 Q1,Partially Realized,76747000,75240420,70000,63845,137090000,126196417,USD,0.920537,1.787
228,7,BG2-NDC,2,BG2,44742,20220630,2022 Q2,Partially Realized,76747000,75240420,87000,79497,143277000,131916567,USD,0.92071,1.868
229,7,BG2-NDC,2,BG2,44834,20220930,2022 Q3,Partially Realized,76747000,75240420,105000,96226,149465000,138912771,USD,0.9294,1.949
230,7,BG2-NDC,2,BG2,44926,20221231,2022 Q4,Partially Realized,76747000,75240420,123000,113041,138875000,129732442,USD,0.934167,1.811
231,7,BG2-NDC,2,BG2,45016,20230331,2023 Q1,Partially Realized,76747000,75240420,142000,130351,128286000,116874960,USD,0.91105,1.673
232,7,BG2-NDC,2,BG2,45107,20230630,2023 Q2,Partially Realized,76747000,75240420,162000,148179,117696000,104913273,USD,0.891392,1.536
233,7,BG2-NDC,2,BG2,45199,20230930,2023 Q3,Partially Realized,76747000,75240420,183000,166652,107107000,94219779,USD,0.879679,1.398
234,7,BG2-NDC,2,BG2,45291,20231231,2023 Q4,Partially Realized,76747000,75240420,205000,185662,96517000,83397541,USD,0.864071,1.26
235,7,BG2-NDC,2,BG2,45382,20240331,2024 Q1,Partially Realized,76747000,75240420,228000,205513,85928000,74161707,USD,0.863068,1.123
236,7,BG2-NDC,2,BG2,45473,20240630,2024 Q2,Partially Realized,76747000,75240420,252000,226296,75338000,65239016,USD,0.865951,0.985
237,7,BG2-NDC,2,BG2,45565,20240930,2024 Q3,Partially Realized,76747000,75240420,277000,248217,64749000,56773477,USD,0.876824,0.847
238,7,BG2-NDC,2,BG2,45657,20241231,2024 Q4,Partially Realized,76747000,75240420,303000,271198,54159000,47870111,USD,0.883881,0.71
239,7,BG2-NDC,2,BG2,45747,20250331,2025 Q1,Partially Realized,76747000,75240420,329000,294156,43570000,38472179,USD,0.882997,0.572
240,7,BG2-NDC,2,BG2,45838,20250630,2025 Q2,Partially Realized,76747000,75240420,25733000,22798543,32980000,29215663,USD,0.88586,0.765
241,7,BG2-NDC,2,BG2,45930,20250930,2025 Q3,Partially Realized,76747000,75240420,127267000,113863778,22391000,20082354,USD,0.896894,1.95
242,7,BG2-NDC,2,BG2,46022,20251231,2025 Q4,Partially Realized,76747000,75240420,127267000,113863778,22391000,20242024,USD,0.904025,1.95
243,8,BG2-PCA,2,BG2,43738,20190930,2019 Q3,Active,35798000,34977044,0,0,34366000,33577885,USD,0.977067,0.96
244,8,BG2-PCA,2,BG2,43830,20191231,2019 Q4,Active,50714000,49512164,0,0,48685000,47441829,USD,0.974465,0.96
245,8,BG2-PCA,2,BG2,43921,20200331,2020 Q1,Active,59663000,57999118,0,0,57276000,54318783,USD,0.948369,0.96
246,8,BG2-PCA,2,BG2,44012,20200630,2020 Q2,Active,59663000,57999118,0,0,62578000,57959118,USD,0.92619,1.049
247,8,BG2-PCA,2,BG2,44104,20200930,2020 Q3,Active,59663000,57999118,0,0,66687000,60834549,USD,0.91224,1.118
248,8,BG2-PCA,2,BG2,44196,20201231,2020 Q4,Active,59663000,57999118,0,0,70795000,63307225,USD,0.894233,1.187
249,8,BG2-PCA,2,BG2,44286,20210331,2021 Q1,Active,59663000,57999118,0,0,74904000,67073985,USD,0.895466,1.255
250,8,BG2-PCA,2,BG2,44377,20210630,2021 Q2,Active,59663000,57999118,0,0,79013000,71164244,USD,0.900665,1.324
251,8,BG2-PCA,2,BG2,44469,20210930,2021 Q3,Partially Realized,59663000,57999118,10000,9143,83121000,75995203,USD,0.914272,1.393
252,8,BG2-PCA,2,BG2,44561,20211231,2021 Q4,Partially Realized,59663000,57999118,21000,19308,87230000,80606364,USD,0.924067,1.462
253,8,BG2-PCA,2,BG2,44651,20220331,2022 Q1,Partially Realized,59663000,57999118,33000,30354,91338000,84080009,USD,0.920537,1.531
254,8,BG2-PCA,2,BG2,44742,20220630,2022 Q2,Partially Realized,59663000,57999118,45000,41403,95447000,87879007,USD,0.92071,1.601
255,8,BG2-PCA,2,BG2,44834,20220930,2022 Q3,Partially Realized,59663000,57999118,58000,53485,99555000,92526417,USD,0.9294,1.67
256,8,BG2-PCA,2,BG2,44926,20221231,2022 Q4,Partially Realized,59663000,57999118,72000,66563,103664000,96839488,USD,0.934167,1.739
257,8,BG2-PCA,2,BG2,45016,20230331,2023 Q1,Partially Realized,59663000,57999118,87000,80229,98907000,90109222,USD,0.91105,1.659
258,8,BG2-PCA,2,BG2,45107,20230630,2023 Q2,Partially Realized,59663000,57999118,102000,93600,94150000,83924557,USD,0.891392,1.58
259,8,BG2-PCA,2,BG2,45199,20230930,2023 Q3,Partially Realized,59663000,57999118,118000,107675,89393000,78637145,USD,0.879679,1.5
260,8,BG2-PCA,2,BG2,45291,20231231,2023 Q4,Partially Realized,59663000,57999118,135000,122364,84637000,73132377,USD,0.864071,1.421
261,8,BG2-PCA,2,BG2,45382,20240331,2024 Q1,Partially Realized,59663000,57999118,153000,137899,79880000,68941872,USD,0.863068,1.341
262,8,BG2-PCA,2,BG2,45473,20240630,2024 Q2,Partially Realized,59663000,57999118,172000,154352,75123000,65052837,USD,0.865951,1.262
263,8,BG2-PCA,2,BG2,45565,20240930,2024 Q3,Partially Realized,59663000,57999118,20118000,17643484,70366000,61698598,USD,0.876824,1.517
264,8,BG2-PCA,2,BG2,45657,20241231,2024 Q4,Partially Realized,59663000,57999118,20138000,17661162,65609000,57990549,USD,0.883881,1.437
265,8,BG2-PCA,2,BG2,45747,20250331,2025 Q1,Partially Realized,59663000,57999118,20159000,17679705,60852000,53732133,USD,0.882997,1.358
266,8,BG2-PCA,2,BG2,45838,20250630,2025 Q2,Partially Realized,59663000,57999118,20181000,17699194,56096000,49693203,USD,0.88586,1.278
267,8,BG2-PCA,2,BG2,45930,20250930,2025 Q3,Partially Realized,59663000,57999118,57210000,50910282,51339000,46045641,USD,0.896894,1.819
268,8,BG2-PCA,2,BG2,46022,20251231,2025 Q4,Partially Realized,59663000,57999118,57233000,50931075,46582000,42111293,USD,0.904025,1.74
269,9,BG2-HHT,2,BG2,43921,20200331,2020 Q1,Active,25585000,24264021,0,0,24561000,23292891,USD,0.948369,0.96
270,9,BG2-HHT,2,BG2,44012,20200630,2020 Q2,Active,36245000,34137206,0,0,34795000,32226781,USD,0.92619,0.96
271,9,BG2-HHT,2,BG2,44104,20200930,2020 Q3,Active,42641000,39971893,0,0,40935000,37342544,USD,0.91224,0.96
272,9,BG2-HHT,2,BG2,44196,20201231,2020 Q4,Active,42641000,39971893,0,0,45359000,40561515,USD,0.894233,1.064
273,9,BG2-HHT,2,BG2,44286,20210331,2021 Q1,Active,42641000,39971893,0,0,48931000,43816047,USD,0.895466,1.148
274,9,BG2-HHT,2,BG2,44377,20210630,2021 Q2,Active,42641000,39971893,0,0,52502000,47286714,USD,0.900665,1.231
275,9,BG2-HHT,2,BG2,44469,20210930,2021 Q3,Active,42641000,39971893,0,0,56073000,51265974,USD,0.914272,1.315
276,9,BG2-HHT,2,BG2,44561,20211231,2021 Q4,Active,42641000,39971893,0,0,59644000,55115052,USD,0.924067,1.399
277,9,BG2-HHT,2,BG2,44651,20220331,2022 Q1,Partially Realized,42641000,39971893,8000,7364,63215000,58191746,USD,0.920537,1.483
278,9,BG2-HHT,2,BG2,44742,20220630,2022 Q2,Partially Realized,42641000,39971893,17000,15650,66786000,61490538,USD,0.92071,1.567
279,9,BG2-HHT,2,BG2,44834,20220930,2022 Q3,Partially Realized,42641000,39971893,26000,24015,70358000,65390725,USD,0.9294,1.651
280,9,BG2-HHT,2,BG2,44926,20221231,2022 Q4,Partially Realized,42641000,39971893,36000,33357,73929000,69062032,USD,0.934167,1.735
281,9,BG2-HHT,2,BG2,45016,20230331,2023 Q1,Partially Realized,42641000,39971893,47000,43379,77500000,70606375,USD,0.91105,1.819
282,9,BG2-HHT,2,BG2,45107,20230630,2023 Q2,Partially Realized,42641000,39971893,59000,54076,75028000,66879359,USD,0.891392,1.761
283,9,BG2-HHT,2,BG2,45199,20230930,2023 Q3,Partially Realized,42641000,39971893,71000,64632,72556000,63825990,USD,0.879679,1.703
284,9,BG2-HHT,2,BG2,45291,20231231,2023 Q4,Partially Realized,42641000,39971893,84000,75865,70083000,60556688,USD,0.864071,1.646
285,9,BG2-HHT,2,BG2,45382,20240331,2024 Q1,Partially Realized,42641000,39971893,98000,87948,67611000,58352891,USD,0.863068,1.588
286,9,BG2-HHT,2,BG2,45473,20240630,2024 Q2,Partially Realized,42641000,39971893,112000,100071,65139000,56407182,USD,0.865951,1.53
287,9,BG2-HHT,2,BG2,45565,20240930,2024 Q3,Partially Realized,42641000,39971893,9608000,8426392,62667000,54947930,USD,0.876824,1.695
288,9,BG2-HHT,2,BG2,45657,20241231,2024 Q4,Partially Realized,42641000,39971893,9624000,8440534,60195000,53205217,USD,0.883881,1.637
289,9,BG2-HHT,2,BG2,45747,20250331,2025 Q1,Partially Realized,42641000,39971893,9641000,8455545,57722000,50968353,USD,0.882997,1.58
290,9,BG2-HHT,2,BG2,45838,20250630,2025 Q2,Partially Realized,42641000,39971893,9658000,8470605,55250000,48943765,USD,0.88586,1.522
291,9,BG2-HHT,2,BG2,45930,20250930,2025 Q3,Partially Realized,42641000,39971893,27283000,24278362,52778000,47336272,USD,0.896894,1.878
292,9,BG2-HHT,2,BG2,46022,20251231,2025 Q4,Partially Realized,42641000,39971893,27302000,24295538,50306000,45477882,USD,0.904025,1.82
293,10,BG2-VHS,2,BG2,44104,20200930,2020 Q3,Active,18325000,16716798,0,0,17592000,16048126,USD,0.91224,0.96
294,10,BG2-VHS,2,BG2,44196,20201231,2020 Q4,Active,25960000,23544267,0,0,24921000,22285181,USD,0.894233,0.96
295,10,BG2-VHS,2,BG2,44286,20210331,2021 Q1,Active,30541000,27646397,0,0,29319000,26254168,USD,0.895466,0.96
296,10,BG2-VHS,2,BG2,44377,20210630,2021 Q2,Active,30541000,27646397,0,0,32733000,29481467,USD,0.900665,1.072
297,10,BG2-VHS,2,BG2,44469,20210930,2021 Q3,Active,30541000,27646397,0,0,35536000,32489570,USD,0.914272,1.164
298,10,BG2-VHS,2,BG2,44561,20211231,2021 Q4,Active,30541000,27646397,0,0,38339000,35427805,USD,0.924067,1.255
299,10,BG2-VHS,2,BG2,44651,20220331,2022 Q1,Active,30541000,27646397,0,0,41142000,37872733,USD,0.920537,1.347
300,10,BG2-VHS,2,BG2,44742,20220630,2022 Q2,Active,30541000,27646397,0,0,43945000,40460601,USD,0.92071,1.439
301,10,BG2-VHS,2,BG2,44834,20220930,2022 Q3,Partially Realized,30541000,27646397,10000,9294,46748000,43447591,USD,0.9294,1.531
302,10,BG2-VHS,2,BG2,44926,20221231,2022 Q4,Partially Realized,30541000,27646397,22000,20504,49551000,46288909,USD,0.934167,1.623
303,10,BG2-VHS,2,BG2,45016,20230331,2023 Q1,Partially Realized,30541000,27646397,35000,32348,52354000,47697112,USD,0.91105,1.715
304,10,BG2-VHS,2,BG2,45107,20230630,2023 Q2,Partially Realized,30541000,27646397,49000,44827,55157000,49166509,USD,0.891392,1.808
305,10,BG2-VHS,2,BG2,45199,20230930,2023 Q3,Partially Realized,30541000,27646397,64000,58022,54044000,47541372,USD,0.879679,1.772
306,10,BG2-VHS,2,BG2,45291,20231231,2023 Q4,Partially Realized,30541000,27646397,80000,71847,52931000,45736142,USD,0.864071,1.736
307,10,BG2-VHS,2,BG2,45382,20240331,2024 Q1,Partially Realized,30541000,27646397,97000,86519,51818000,44722458,USD,0.863068,1.7
308,10,BG2-VHS,2,BG2,45473,20240630,2024 Q2,Partially Realized,30541000,27646397,115000,102106,50705000,43908045,USD,0.865951,1.664
309,10,BG2-VHS,2,BG2,45565,20240930,2024 Q3,Partially Realized,30541000,27646397,3987000,3497169,49592000,43483456,USD,0.876824,1.754
310,10,BG2-VHS,2,BG2,45657,20241231,2024 Q4,Partially Realized,30541000,27646397,4007000,3514847,48480000,42850551,USD,0.883881,1.719
311,10,BG2-VHS,2,BG2,45747,20250331,2025 Q1,Partially Realized,30541000,27646397,4028000,3533390,47367000,41824919,USD,0.882997,1.683
312,10,BG2-VHS,2,BG2,45838,20250630,2025 Q2,Partially Realized,30541000,27646397,4050000,3552879,46254000,40974568,USD,0.88586,1.647
313,10,BG2-VHS,2,BG2,45930,20250930,2025 Q3,Partially Realized,30541000,27646397,11228000,9990784,45141000,40486692,USD,0.896894,1.846
314,10,BG2-VHS,2,BG2,46022,20251231,2025 Q4,Partially Realized,30541000,27646397,11252000,10012481,44028000,39802413,USD,0.904025,1.81
315,11,BG2-GOA,2,BG2,44377,20210630,2021 Q2,Active,34952000,31480043,0,0,33554000,30220913,USD,0.900665,0.96
316,11,BG2-GOA,2,BG2,44469,20210930,2021 Q3,Active,49515000,44794586,0,0,47534000,43459005,USD,0.914272,0.96
317,11,BG2-GOA,2,BG2,44561,20211231,2021 Q4,Active,58253000,52869083,0,0,55923000,51676599,USD,0.924067,0.96
318,11,BG2-GOA,2,BG2,44651,20220331,2022 Q1,Active,58253000,52869083,0,0,65657000,60439698,USD,0.920537,1.127
319,11,BG2-GOA,2,BG2,44742,20220630,2022 Q2,Active,58253000,52869083,0,0,74225000,68339700,USD,0.92071,1.274
320,11,BG2-GOA,2,BG2,44834,20220930,2022 Q3,Active,58253000,52869083,0,0,82794000,76948744,USD,0.9294,1.421
321,11,BG2-GOA,2,BG2,44926,20221231,2022 Q4,Active,58253000,52869083,0,0,91363000,85348300,USD,0.934167,1.568
322,11,BG2-GOA,2,BG2,45016,20230331,2023 Q1,Active,58253000,52869083,0,0,99932000,91043049,USD,0.91105,1.715
323,11,BG2-GOA,2,BG2,45107,20230630,2023 Q2,Partially Realized,58253000,52869083,10000,8914,108500000,96716032,USD,0.891392,1.863
324,11,BG2-GOA,2,BG2,45199,20230930,2023 Q3,Partially Realized,58253000,52869083,21000,18590,117069000,102983141,USD,0.879679,2.01
325,11,BG2-GOA,2,BG2,45291,20231231,2023 Q4,Partially Realized,58253000,52869083,33000,28959,125638000,108560152,USD,0.864071,2.157
326,11,BG2-GOA,2,BG2,45382,20240331,2024 Q1,Partially Realized,58253000,52869083,46000,40179,124475000,107430389,USD,0.863068,2.138
327,11,BG2-GOA,2,BG2,45473,20240630,2024 Q2,Partially Realized,58253000,52869083,61000,53168,123311000,106781284,USD,0.865951,2.118
328,11,BG2-GOA,2,BG2,45565,20240930,2024 Q3,Partially Realized,58253000,52869083,77000,67197,122148000,107102298,USD,0.876824,2.098
329,11,BG2-GOA,2,BG2,45657,20241231,2024 Q4,Partially Realized,58253000,52869083,94000,82223,120985000,106936343,USD,0.883881,2.079
330,11,BG2-GOA,2,BG2,45747,20250331,2025 Q1,Partially Realized,58253000,52869083,112000,98117,119821000,105801584,USD,0.882997,2.059
331,11,BG2-GOA,2,BG2,45838,20250630,2025 Q2,Partially Realized,58253000,52869083,132000,115834,118658000,105114376,USD,0.88586,2.039
332,11,BG2-GOA,2,BG2,45930,20250930,2025 Q3,Partially Realized,58253000,52869083,153000,134669,117495000,105380561,USD,0.896894,2.02
333,11,BG2-GOA,2,BG2,46022,20251231,2025 Q4,Partially Realized,58253000,52869083,175000,154558,116331000,105166132,USD,0.904025,2
334,12,BG2-CPF,2,BG2,44651,20220331,2022 Q1,Active,41982000,38645984,0,0,40303000,37100403,USD,0.920537,0.96
335,12,BG2-CPF,2,BG2,44742,20220630,2022 Q2,Active,59474000,54751043,0,0,57096000,52568858,USD,0.92071,0.96
336,12,BG2-CPF,2,BG2,44834,20220930,2022 Q3,Active,69970000,64506025,0,0,67171000,62428727,USD,0.9294,0.96
337,12,BG2-CPF,2,BG2,44926,20221231,2022 Q4,Active,69970000,64506025,0,0,81160000,75816994,USD,0.934167,1.16
338,12,BG2-CPF,2,BG2,45016,20230331,2023 Q1,Active,69970000,64506025,0,0,93749000,85410026,USD,0.91105,1.34
339,12,BG2-CPF,2,BG2,45107,20230630,2023 Q2,Active,69970000,64506025,0,0,106339000,94789734,USD,0.891392,1.52
340,12,BG2-CPF,2,BG2,45199,20230930,2023 Q3,Active,69970000,64506025,0,0,118928000,104618464,USD,0.879679,1.7
341,12,BG2-CPF,2,BG2,45291,20231231,2023 Q4,Active,69970000,64506025,0,0,131518000,113640890,USD,0.864071,1.88
342,12,BG2-CPF,2,BG2,45382,20240331,2024 Q1,Partially Realized,69970000,64506025,16000,13809,144107000,124374140,USD,0.863068,2.06
343,12,BG2-CPF,2,BG2,45473,20240630,2024 Q2,Partially Realized,69970000,64506025,35000,30262,142582000,123469025,USD,0.865951,2.038
344,12,BG2-CPF,2,BG2,45565,20240930,2024 Q3,Partially Realized,69970000,64506025,57000,49552,141057000,123682163,USD,0.876824,2.017
345,12,BG2-CPF,2,BG2,45657,20241231,2024 Q4,Partially Realized,69970000,64506025,82000,71649,139532000,123329684,USD,0.883881,1.995
346,12,BG2-CPF,2,BG2,45747,20250331,2025 Q1,Partially Realized,69970000,64506025,110000,96373,138007000,121859767,USD,0.882997,1.974
347,12,BG2-CPF,2,BG2,45838,20250630,2025 Q2,Partially Realized,69970000,64506025,141000,123835,136483000,120904830,USD,0.88586,1.953
348,12,BG2-CPF,2,BG2,45930,20250930,2025 Q3,Partially Realized,69970000,64506025,175000,154329,134958000,121043020,USD,0.896894,1.931
349,12,BG2-CPF,2,BG2,46022,20251231,2025 Q4,Partially Realized,69970000,64506025,212000,187778,133433000,120626768,USD,0.904025,1.91
350,13,GI1-ASP,3,GI1,43190,20180331,2018 Q1,Active,63738000,62013505,0,0,63101000,61393739,USD,0.972944,0.99
351,13,GI1-ASP,3,GI1,43281,20180630,2018 Q2,Active,99591000,96982980,0,0,98595000,96165323,USD,0.975357,0.99
352,13,GI1-ASP,3,GI1,43373,20180930,2018 Q3,Active,119509000,116639955,0,0,118314000,116763495,USD,0.986895,0.99
353,13,GI1-ASP,3,GI1,43465,20181231,2018 Q4,Active,132788000,129845203,0,0,131460000,130729871,USD,0.994446,0.99
354,13,GI1-ASP,3,GI1,43555,20190331,2019 Q1,Active,132788000,129845203,0,0,133295000,131051645,USD,0.98317,1.004
355,13,GI1-ASP,3,GI1,43646,20190630,2019 Q2,Active,132788000,129845203,0,0,136459000,133133494,USD,0.97563,1.028
356,13,GI1-ASP,3,GI1,43738,20190930,2019 Q3,Partially Realized,132788000,129845203,795000,776768,139622000,136420049,USD,0.977067,1.057
357,13,GI1-ASP,3,GI1,43830,20191231,2019 Q4,Partially Realized,132788000,129845203,1597000,1558289,142785000,139138985,USD,0.974465,1.087
358,13,GI1-ASP,3,GI1,43921,20200331,2020 Q1,Partially Realized,132788000,129845203,2406000,2325520,145948000,138412559,USD,0.948369,1.117
359,13,GI1-ASP,3,GI1,44012,20200630,2020 Q2,Partially Realized,132788000,129845203,3222000,3081291,149111000,138105117,USD,0.92619,1.147
360,13,GI1-ASP,3,GI1,44104,20200930,2020 Q3,Partially Realized,132788000,129845203,4045000,3832065,152275000,138911346,USD,0.91224,1.177
361,13,GI1-ASP,3,GI1,44196,20201231,2020 Q4,Partially Realized,132788000,129845203,4876000,4575173,155438000,138997789,USD,0.894233,1.207
362,13,GI1-ASP,3,GI1,44286,20210331,2021 Q1,Partially Realized,132788000,129845203,5714000,5325574,158601000,142021803,USD,0.895466,1.237
363,13,GI1-ASP,3,GI1,44377,20210630,2021 Q2,Partially Realized,132788000,129845203,6559000,6086636,161764000,145695173,USD,0.900665,1.268
364,13,GI1-ASP,3,GI1,44469,20210930,2021 Q3,Partially Realized,132788000,129845203,7411000,6865596,164927000,150788138,USD,0.914272,1.298
365,13,GI1-ASP,3,GI1,44561,20211231,2021 Q4,Partially Realized,132788000,129845203,8270000,7659370,168091000,155327346,USD,0.924067,1.328
366,13,GI1-ASP,3,GI1,44651,20220331,2022 Q1,Partially Realized,132788000,129845203,9136000,8456555,171254000,157645643,USD,0.920537,1.358
367,13,GI1-ASP,3,GI1,44742,20220630,2022 Q2,Partially Realized,132788000,129845203,10009000,9260335,174417000,160587476,USD,0.92071,1.389
368,13,GI1-ASP,3,GI1,44834,20220930,2022 Q3,Partially Realized,132788000,129845203,10889000,10078207,169523000,157554676,USD,0.9294,1.359
369,13,GI1-ASP,3,GI1,44926,20221231,2022 Q4,Partially Realized,132788000,129845203,11776000,10906813,164630000,153791913,USD,0.934167,1.328
370,13,GI1-ASP,3,GI1,45016,20230331,2023 Q1,Partially Realized,132788000,129845203,12670000,11721292,159736000,145527483,USD,0.91105,1.298
371,13,GI1-ASP,3,GI1,45107,20230630,2023 Q2,Partially Realized,132788000,129845203,13571000,12524436,154842000,138024920,USD,0.891392,1.268
372,13,GI1-ASP,3,GI1,45199,20230930,2023 Q3,Partially Realized,132788000,129845203,14479000,13323185,149948000,131906107,USD,0.879679,1.238
373,13,GI1-ASP,3,GI1,45291,20231231,2023 Q4,Partially Realized,132788000,129845203,15394000,14113810,145055000,125337819,USD,0.864071,1.208
374,13,GI1-ASP,3,GI1,45382,20240331,2024 Q1,Partially Realized,132788000,129845203,16316000,14909559,140161000,120968474,USD,0.863068,1.178
375,13,GI1-ASP,3,GI1,45473,20240630,2024 Q2,Partially Realized,132788000,129845203,17245000,15714027,135267000,117134594,USD,0.865951,1.149
376,13,GI1-ASP,3,GI1,45565,20240930,2024 Q3,Partially Realized,132788000,129845203,18182000,16535611,130374000,114315052,USD,0.876824,1.119
377,13,GI1-ASP,3,GI1,45657,20241231,2024 Q4,Partially Realized,132788000,129845203,19126000,17369995,125480000,110909388,USD,0.883881,1.089
378,13,GI1-ASP,3,GI1,45747,20250331,2025 Q1,Partially Realized,132788000,129845203,20077000,18209725,120586000,106477076,USD,0.882997,1.059
379,13,GI1-ASP,3,GI1,45838,20250630,2025 Q2,Partially Realized,132788000,129845203,35291000,31687199,115692000,102486915,USD,0.88586,1.137
380,13,GI1-ASP,3,GI1,45930,20250930,2025 Q3,Partially Realized,132788000,129845203,36256000,32552702,110799000,99374958,USD,0.896894,1.107
381,13,GI1-ASP,3,GI1,46022,20251231,2025 Q4,Partially Realized,132788000,129845203,79997000,72095660,105905000,95740768,USD,0.904025,1.4
382,14,GI1-HFN,3,GI1,43465,20181231,2018 Q4,Active,49171000,48897904,0,0,48679000,48408637,USD,0.994446,0.99
383,14,GI1-HFN,3,GI1,43555,20190331,2019 Q1,Active,76830000,76091403,0,0,76061000,74780893,USD,0.98317,0.99
