CashflowID,CashflowRef,FundID,FundCode,AssetID,AssetCode,Date,DateKey,NoticeDate,NoticeDateKey,DueDate,DueDateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,Quarter,Status,BatchID
142,CF-AB1-20220930-0129,1,AB1,6,AB1-RHG,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,70000,EUR,1.000049,70003,2022 Q3,Settled,AB1-2022Q3
143,CF-AB1-20221231-EXP,1,AB1,,,44926,20221231,44911,20221216,44926,20221231,CALL,Fund Expense,-406000,EUR,0.994348,-403705,2022 Q4,Settled,AB1-2022Q4
144,CF-AB1-20221231-FEE,1,AB1,,,44926,20221231,44911,20221216,44926,20221231,CALL,Management Fee,-1194000,EUR,0.994348,-1187252,2022 Q4,Settled,AB1-2022Q4
145,CF-AB1-20221231-0039,1,AB1,2,AB1-NTS,44926,20221231,44911,20221216,44926,20221231,DIST,Dividend,288000,EUR,0.994348,286372,2022 Q4,Settled,AB1-2022Q4
146,CF-AB1-20221231-0060,1,AB1,3,AB1-IBP,44926,20221231,44911,20221216,44926,20221231,DIST,Dividend,97000,EUR,0.994348,96452,2022 Q4,Settled,AB1-2022Q4
147,CF-AB1-20221231-0083,1,AB1,4,AB1-ATL,44926,20221231,44911,20221216,44926,20221231,DIST,Dividend,125000,EUR,0.994348,124294,2022 Q4,Settled,AB1-2022Q4
148,CF-AB1-20221231-0108,1,AB1,5,AB1-BSS,44926,20221231,44911,20221216,44926,20221231,DIST,Dividend,74000,EUR,0.994348,73582,2022 Q4,Settled,AB1-2022Q4
149,CF-AB1-20221231-0130,1,AB1,6,AB1-RHG,44926,20221231,44911,20221216,44926,20221231,DIST,Dividend,73000,EUR,0.994348,72587,2022 Q4,Settled,AB1-2022Q4
150,CF-AB1-20221231-0020,1,AB1,1,AB1-ATC,44926,20221231,44911,20221216,44926,20221231,DIST,Exit,172319000,EUR,0.994348,171345053,2022 Q4,Settled,AB1-2022Q4
151,CF-AB1-20230331-EXP,1,AB1,,,45016,20230331,45001,20230316,45016,20230331,CALL,Fund Expense,-406000,EUR,0.982912,-399062,2023 Q1,Settled,AB1-2023Q1
152,CF-AB1-20230331-FEE,1,AB1,,,45016,20230331,45001,20230316,45016,20230331,CALL,Management Fee,-1146000,EUR,0.982912,-1126417,2023 Q1,Settled,AB1-2023Q1
153,CF-AB1-20230331-0040,1,AB1,2,AB1-NTS,45016,20230331,45001,20230316,45016,20230331,DIST,Dividend,298000,EUR,0.982912,292908,2023 Q1,Settled,AB1-2023Q1
154,CF-AB1-20230331-0061,1,AB1,3,AB1-IBP,45016,20230331,45001,20230316,45016,20230331,DIST,Dividend,100000,EUR,0.982912,98291,2023 Q1,Settled,AB1-2023Q1
155,CF-AB1-20230331-0084,1,AB1,4,AB1-ATL,45016,20230331,45001,20230316,45016,20230331,DIST,Dividend,129000,EUR,0.982912,126796,2023 Q1,Settled,AB1-2023Q1
156,CF-AB1-20230331-0109,1,AB1,5,AB1-BSS,45016,20230331,45001,20230316,45016,20230331,DIST,Dividend,77000,EUR,0.982912,75684,2023 Q1,Settled,AB1-2023Q1
157,CF-AB1-20230331-0131,1,AB1,6,AB1-RHG,45016,20230331,45001,20230316,45016,20230331,DIST,Dividend,77000,EUR,0.982912,75684,2023 Q1,Settled,AB1-2023Q1
158,CF-AB1-20230630-EXP,1,AB1,,,45107,20230630,45092,20230615,45107,20230630,CALL,Fund Expense,-406000,EUR,0.966214,-392283,2023 Q2,Settled,AB1-2023Q2
159,CF-AB1-20230630-FEE,1,AB1,,,45107,20230630,45092,20230615,45107,20230630,CALL,Management Fee,-1097000,EUR,0.966214,-1059937,2023 Q2,Settled,AB1-2023Q2
160,CF-AB1-20230630-0041,1,AB1,2,AB1-NTS,45107,20230630,45092,20230615,45107,20230630,DIST,Dividend,307000,EUR,0.966214,296628,2023 Q2,Settled,AB1-2023Q2
161,CF-AB1-20230630-0062,1,AB1,3,AB1-IBP,45107,20230630,45092,20230615,45107,20230630,DIST,Dividend,103000,EUR,0.966214,99520,2023 Q2,Settled,AB1-2023Q2
162,CF-AB1-20230630-0085,1,AB1,4,AB1-ATL,45107,20230630,45092,20230615,45107,20230630,DIST,Dividend,133000,EUR,0.966214,128506,2023 Q2,Settled,AB1-2023Q2
163,CF-AB1-20230630-0110,1,AB1,5,AB1-BSS,45107,20230630,45092,20230615,45107,20230630,DIST,Dividend,80000,EUR,0.966214,77297,2023 Q2,Settled,AB1-2023Q2
164,CF-AB1-20230630-0132,1,AB1,6,AB1-RHG,45107,20230630,45092,20230615,45107,20230630,DIST,Dividend,80000,EUR,0.966214,77297,2023 Q2,Settled,AB1-2023Q2
165,CF-AB1-20230930-EXP,1,AB1,,,45199,20230930,45184,20230915,45199,20230930,CALL,Fund Expense,-406000,EUR,0.957615,-388792,2023 Q3,Settled,AB1-2023Q3
166,CF-AB1-20230930-FEE,1,AB1,,,45199,20230930,45184,20230915,45199,20230930,CALL,Management Fee,-1048000,EUR,0.957615,-1003581,2023 Q3,Settled,AB1-2023Q3
167,CF-AB1-20230930-0042,1,AB1,2,AB1-NTS,45199,20230930,45184,20230915,45199,20230930,DIST,Dividend,40858000,EUR,0.957615,39126234,2023 Q3,Settled,AB1-2023Q3
168,CF-AB1-20230930-0063,1,AB1,3,AB1-IBP,45199,20230930,45184,20230915,45199,20230930,DIST,Dividend,106000,EUR,0.957615,101507,2023 Q3,Settled,AB1-2023Q3
169,CF-AB1-20230930-0086,1,AB1,4,AB1-ATL,45199,20230930,45184,20230915,45199,20230930,DIST,Dividend,138000,EUR,0.957615,132151,2023 Q3,Settled,AB1-2023Q3
170,CF-AB1-20230930-0111,1,AB1,5,AB1-BSS,45199,20230930,45184,20230915,45199,20230930,DIST,Dividend,83000,EUR,0.957615,79482,2023 Q3,Settled,AB1-2023Q3
171,CF-AB1-20230930-0133,1,AB1,6,AB1-RHG,45199,20230930,45184,20230915,45199,20230930,DIST,Dividend,84000,EUR,0.957615,80440,2023 Q3,Settled,AB1-2023Q3
172,CF-AB1-20231231-EXP,1,AB1,,,45291,20231231,45276,20231216,45291,20231231,CALL,Fund Expense,-406000,EUR,0.954151,-387385,2023 Q4,Settled,AB1-2023Q4
173,CF-AB1-20231231-FEE,1,AB1,,,45291,20231231,45276,20231216,45291,20231231,CALL,Management Fee,-999000,EUR,0.954151,-953197,2023 Q4,Settled,AB1-2023Q4
174,CF-AB1-20231231-0064,1,AB1,3,AB1-IBP,45291,20231231,45276,20231216,45291,20231231,DIST,Dividend,109000,EUR,0.954151,104002,2023 Q4,Settled,AB1-2023Q4
175,CF-AB1-20231231-0087,1,AB1,4,AB1-ATL,45291,20231231,45276,20231216,45291,20231231,DIST,Dividend,142000,EUR,0.954151,135489,2023 Q4,Settled,AB1-2023Q4
176,CF-AB1-20231231-0112,1,AB1,5,AB1-BSS,45291,20231231,45276,20231216,45291,20231231,DIST,Dividend,85000,EUR,0.954151,81103,2023 Q4,Settled,AB1-2023Q4
177,CF-AB1-20231231-0134,1,AB1,6,AB1-RHG,45291,20231231,45276,20231216,45291,20231231,DIST,Dividend,87000,EUR,0.954151,83011,2023 Q4,Settled,AB1-2023Q4
178,CF-AB1-20231231-0043,1,AB1,2,AB1-NTS,45291,20231231,45276,20231216,45291,20231231,DIST,Exit,162493000,EUR,0.954151,155042858,2023 Q4,Settled,AB1-2023Q4
179,CF-AB1-20240331-EXP,1,AB1,,,45382,20240331,45367,20240316,45382,20240331,CALL,Fund Expense,-406000,EUR,0.950049,-385720,2024 Q1,Settled,AB1-2024Q1
180,CF-AB1-20240331-FEE,1,AB1,,,45382,20240331,45367,20240316,45382,20240331,CALL,Management Fee,-951000,EUR,0.950049,-903497,2024 Q1,Settled,AB1-2024Q1
181,CF-AB1-20240331-0065,1,AB1,3,AB1-IBP,45382,20240331,45367,20240316,45382,20240331,DIST,Dividend,113000,EUR,0.950049,107356,2024 Q1,Settled,AB1-2024Q1
182,CF-AB1-20240331-0088,1,AB1,4,AB1-ATL,45382,20240331,45367,20240316,45382,20240331,DIST,Dividend,146000,EUR,0.950049,138707,2024 Q1,Settled,AB1-2024Q1
183,CF-AB1-20240331-0113,1,AB1,5,AB1-BSS,45382,20240331,45367,20240316,45382,20240331,DIST,Dividend,88000,EUR,0.950049,83604,2024 Q1,Settled,AB1-2024Q1
184,CF-AB1-20240331-0135,1,AB1,6,AB1-RHG,45382,20240331,45367,20240316,45382,20240331,DIST,Dividend,91000,EUR,0.950049,86454,2024 Q1,Settled,AB1-2024Q1
185,CF-AB1-20240630-EXP,1,AB1,,,45473,20240630,45458,20240615,45473,20240630,CALL,Fund Expense,-406000,EUR,0.941057,-382069,2024 Q2,Settled,AB1-2024Q2
186,CF-AB1-20240630-FEE,1,AB1,,,45473,20240630,45458,20240615,45473,20240630,CALL,Management Fee,-902000,EUR,0.941057,-848833,2024 Q2,Settled,AB1-2024Q2
187,CF-AB1-20240630-0066,1,AB1,3,AB1-IBP,45473,20240630,45458,20240615,45473,20240630,DIST,Dividend,116000,EUR,0.941057,109163,2024 Q2,Settled,AB1-2024Q2
188,CF-AB1-20240630-0089,1,AB1,4,AB1-ATL,45473,20240630,45458,20240615,45473,20240630,DIST,Dividend,150000,EUR,0.941057,141159,2024 Q2,Settled,AB1-2024Q2
189,CF-AB1-20240630-0114,1,AB1,5,AB1-BSS,45473,20240630,45458,20240615,45473,20240630,DIST,Dividend,91000,EUR,0.941057,85636,2024 Q2,Settled,AB1-2024Q2
190,CF-AB1-20240630-0136,1,AB1,6,AB1-RHG,45473,20240630,45458,20240615,45473,20240630,DIST,Dividend,94000,EUR,0.941057,88459,2024 Q2,Settled,AB1-2024Q2
191,CF-AB1-20240930-EXP,1,AB1,,,45565,20240930,45550,20240915,45565,20240930,CALL,Fund Expense,-406000,EUR,0.940081,-381673,2024 Q3,Settled,AB1-2024Q3
192,CF-AB1-20240930-FEE,1,AB1,,,45565,20240930,45550,20240915,45565,20240930,CALL,Management Fee,-853000,EUR,0.940081,-801889,2024 Q3,Settled,AB1-2024Q3
193,CF-AB1-20240930-0067,1,AB1,3,AB1-IBP,45565,20240930,45550,20240915,45565,20240930,DIST,Dividend,32539000,EUR,0.940081,30589296,2024 Q3,Settled,AB1-2024Q3
194,CF-AB1-20240930-0090,1,AB1,4,AB1-ATL,45565,20240930,45550,20240915,45565,20240930,DIST,Dividend,154000,EUR,0.940081,144772,2024 Q3,Settled,AB1-2024Q3
195,CF-AB1-20240930-0115,1,AB1,5,AB1-BSS,45565,20240930,45550,20240915,45565,20240930,DIST,Partial Exit,14177000,EUR,0.940081,13327528,2024 Q3,Settled,AB1-2024Q3
196,CF-AB1-20240930-0137,1,AB1,6,AB1-RHG,45565,20240930,45550,20240915,45565,20240930,DIST,Partial Exit,10548000,EUR,0.940081,9915974,2024 Q3,Settled,AB1-2024Q3
197,CF-AB1-20241231-EXP,1,AB1,,,45657,20241231,45642,20241216,45657,20241231,CALL,Fund Expense,-406000,EUR,0.944067,-383291,2024 Q4,Settled,AB1-2024Q4
198,CF-AB1-20241231-FEE,1,AB1,,,45657,20241231,45642,20241216,45657,20241231,CALL,Management Fee,-804000,EUR,0.944067,-759030,2024 Q4,Settled,AB1-2024Q4
199,CF-AB1-20241231-0091,1,AB1,4,AB1-ATL,45657,20241231,45642,20241216,45657,20241231,DIST,Dividend,158000,EUR,0.944067,149163,2024 Q4,Settled,AB1-2024Q4
200,CF-AB1-20241231-0116,1,AB1,5,AB1-BSS,45657,20241231,45642,20241216,45657,20241231,DIST,Dividend,97000,EUR,0.944067,91574,2024 Q4,Settled,AB1-2024Q4
201,CF-AB1-20241231-0138,1,AB1,6,AB1-RHG,45657,20241231,45642,20241216,45657,20241231,DIST,Dividend,101000,EUR,0.944067,95351,2024 Q4,Settled,AB1-2024Q4
202,CF-AB1-20241231-0068,1,AB1,3,AB1-IBP,45657,20241231,45642,20241216,45657,20241231,DIST,Exit,129802000,EUR,0.944067,122541785,2024 Q4,Settled,AB1-2024Q4
203,CF-AB1-20250331-EXP,1,AB1,,,45747,20250331,45732,20250316,45747,20250331,CALL,Fund Expense,-406000,EUR,0.940037,-381655,2025 Q1,Settled,AB1-2025Q1
204,CF-AB1-20250331-FEE,1,AB1,,,45747,20250331,45732,20250316,45747,20250331,CALL,Management Fee,-756000,EUR,0.940037,-710668,2025 Q1,Settled,AB1-2025Q1
205,CF-AB1-20250331-0092,1,AB1,4,AB1-ATL,45747,20250331,45732,20250316,45747,20250331,DIST,Dividend,163000,EUR,0.940037,153226,2025 Q1,Settled,AB1-2025Q1
206,CF-AB1-20250331-0117,1,AB1,5,AB1-BSS,45747,20250331,45732,20250316,45747,20250331,DIST,Dividend,99000,EUR,0.940037,93064,2025 Q1,Settled,AB1-2025Q1
207,CF-AB1-20250331-0139,1,AB1,6,AB1-RHG,45747,20250331,45732,20250316,45747,20250331,DIST,Dividend,105000,EUR,0.940037,98704,2025 Q1,Settled,AB1-2025Q1
208,CF-AB1-20250630-EXP,1,AB1,,,45838,20250630,45823,20250615,45838,20250630,CALL,Fund Expense,-406000,EUR,0.931099,-378026,2025 Q2,Settled,AB1-2025Q2
209,CF-AB1-20250630-FEE,1,AB1,,,45838,20250630,45823,20250615,45838,20250630,CALL,Management Fee,-707000,EUR,0.931099,-658287,2025 Q2,Settled,AB1-2025Q2
210,CF-AB1-20250630-0093,1,AB1,4,AB1-ATL,45838,20250630,45823,20250615,45838,20250630,DIST,Dividend,167000,EUR,0.931099,155494,2025 Q2,Settled,AB1-2025Q2
211,CF-AB1-20250630-0118,1,AB1,5,AB1-BSS,45838,20250630,45823,20250615,45838,20250630,DIST,Dividend,102000,EUR,0.931099,94972,2025 Q2,Settled,AB1-2025Q2
212,CF-AB1-20250630-0140,1,AB1,6,AB1-RHG,45838,20250630,45823,20250615,45838,20250630,DIST,Dividend,108000,EUR,0.931099,100559,2025 Q2,Settled,AB1-2025Q2
213,CF-AB1-20250930-EXP,1,AB1,,,45930,20250930,45915,20250915,45930,20250930,CALL,Fund Expense,-406000,EUR,0.930093,-377618,2025 Q3,Settled,AB1-2025Q3
214,CF-AB1-20250930-FEE,1,AB1,,,45930,20250930,45915,20250915,45930,20250930,CALL,Management Fee,-658000,EUR,0.930093,-612001,2025 Q3,Settled,AB1-2025Q3
215,CF-AB1-20250930-0094,1,AB1,4,AB1-ATL,45930,20250930,45915,20250915,45930,20250930,DIST,Dividend,16220000,EUR,0.930093,15086108,2025 Q3,Settled,AB1-2025Q3
216,CF-AB1-20250930-0119,1,AB1,5,AB1-BSS,45930,20250930,45915,20250915,45930,20250930,DIST,Partial Exit,26259000,EUR,0.930093,24423312,2025 Q3,Settled,AB1-2025Q3
217,CF-AB1-20250930-0141,1,AB1,6,AB1-RHG,45930,20250930,45915,20250915,45930,20250930,DIST,Partial Exit,19519000,EUR,0.930093,18154485,2025 Q3,Settled,AB1-2025Q3
218,CF-AB1-20251231-EXP,1,AB1,,,46022,20251231,46007,20251216,46022,20251231,CALL,Fund Expense,-406000,EUR,0.933997,-379203,2025 Q4,Settled,AB1-2025Q4
219,CF-AB1-20251231-FEE,1,AB1,,,46022,20251231,46007,20251216,46022,20251231,CALL,Management Fee,-609000,EUR,0.933997,-568804,2025 Q4,Settled,AB1-2025Q4
220,CF-AB1-20251231-0120,1,AB1,5,AB1-BSS,46022,20251231,46007,20251216,46022,20251231,DIST,Dividend,108000,EUR,0.933997,100872,2025 Q4,Settled,AB1-2025Q4
221,CF-AB1-20251231-0142,1,AB1,6,AB1-RHG,46022,20251231,46007,20251216,46022,20251231,DIST,Dividend,115000,EUR,0.933997,107410,2025 Q4,Settled,AB1-2025Q4
222,CF-AB1-20251231-0095,1,AB1,4,AB1-ATL,46022,20251231,46007,20251216,46022,20251231,DIST,Exit,64371000,EUR,0.933997,60122321,2025 Q4,Settled,AB1-2025Q4
223,CF-BG2-20190331-EXP,2,BG2,,,43555,20190331,43540,20190316,43555,20190331,CALL,Fund Expense,-225000,USD,0.98317,-221213,2019 Q1,Settled,BG2-2019Q1
224,CF-BG2-20190331-0143,2,BG2,7,BG2-NDC,43555,20190331,43540,20190316,43555,20190331,CALL,Investment,-46048000,USD,0.98317,-45273012,2019 Q1,Settled,BG2-2019Q1
225,CF-BG2-20190331-FEE,2,BG2,,,43555,20190331,43540,20190316,43555,20190331,CALL,Management Fee,-2250000,USD,0.98317,-2212132,2019 Q1,Settled,BG2-2019Q1
226,CF-BG2-20190630-0144,2,BG2,7,BG2-NDC,43646,20190630,43631,20190615,43646,20190630,CALL,Follow-on Investment,-19187000,USD,0.97563,-18719413,2019 Q2,Settled,BG2-2019Q2
227,CF-BG2-20190630-EXP,2,BG2,,,43646,20190630,43631,20190615,43646,20190630,CALL,Fund Expense,-225000,USD,0.97563,-219517,2019 Q2,Settled,BG2-2019Q2
228,CF-BG2-20190630-FEE,2,BG2,,,43646,20190630,43631,20190615,43646,20190630,CALL,Management Fee,-2250000,USD,0.97563,-2195168,2019 Q2,Settled,BG2-2019Q2
229,CF-BG2-20190930-0145,2,BG2,7,BG2-NDC,43738,20190930,43723,20190915,43738,20190930,CALL,Follow-on Investment,-11512000,USD,0.977067,-11247995,2019 Q3,Settled,BG2-2019Q3
230,CF-BG2-20190930-EXP,2,BG2,,,43738,20190930,43723,20190915,43738,20190930,CALL,Fund Expense,-225000,USD,0.977067,-219840,2019 Q3,Settled,BG2-2019Q3
231,CF-BG2-20190930-0165,2,BG2,8,BG2-PCA,43738,20190930,43723,20190915,43738,20190930,CALL,Investment,-35798000,USD,0.977067,-34977044,2019 Q3,Settled,BG2-2019Q3
232,CF-BG2-20190930-FEE,2,BG2,,,43738,20190930,43723,20190915,43738,20190930,CALL,Management Fee,-2250000,USD,0.977067,-2198401,2019 Q3,Settled,BG2-2019Q3
233,CF-BG2-20191231-0166,2,BG2,8,BG2-PCA,43830,20191231,43815,20191216,43830,20191231,CALL,Follow-on Investment,-14916000,USD,0.974465,-14535120,2019 Q4,Settled,BG2-2019Q4
234,CF-BG2-20191231-EXP,2,BG2,,,43830,20191231,43815,20191216,43830,20191231,CALL,Fund Expense,-225000,USD,0.974465,-219255,2019 Q4,Settled,BG2-2019Q4
235,CF-BG2-20191231-FEE,2,BG2,,,43830,20191231,43815,20191216,43830,20191231,CALL,Management Fee,-2250000,USD,0.974465,-2192546,2019 Q4,Settled,BG2-2019Q4
236,CF-BG2-20200331-0167,2,BG2,8,BG2-PCA,43921,20200331,43906,20200316,43921,20200331,CALL,Follow-on Investment,-8949000,USD,0.948369,-8486954,2020 Q1,Settled,BG2-2020Q1
237,CF-BG2-20200331-EXP,2,BG2,,,43921,20200331,43906,20200316,43921,20200331,CALL,Fund Expense,-225000,USD,0.948369,-213383,2020 Q1,Settled,BG2-2020Q1
238,CF-BG2-20200331-0186,2,BG2,9,BG2-HHT,43921,20200331,43906,20200316,43921,20200331,CALL,Investment,-25585000,USD,0.948369,-24264021,2020 Q1,Settled,BG2-2020Q1
239,CF-BG2-20200331-FEE,2,BG2,,,43921,20200331,43906,20200316,43921,20200331,CALL,Management Fee,-2250000,USD,0.948369,-2133830,2020 Q1,Settled,BG2-2020Q1
240,CF-BG2-20200630-0187,2,BG2,9,BG2-HHT,44012,20200630,43997,20200615,44012,20200630,CALL,Follow-on Investment,-10660000,USD,0.92619,-9873185,2020 Q2,Settled,BG2-2020Q2
241,CF-BG2-20200630-EXP,2,BG2,,,44012,20200630,43997,20200615,44012,20200630,CALL,Fund Expense,-225000,USD,0.92619,-208393,2020 Q2,Settled,BG2-2020Q2
242,CF-BG2-20200630-FEE,2,BG2,,,44012,20200630,43997,20200615,44012,20200630,CALL,Management Fee,-2250000,USD,0.92619,-2083928,2020 Q2,Settled,BG2-2020Q2
243,CF-BG2-20200930-0188,2,BG2,9,BG2-HHT,44104,20200930,44089,20200915,44104,20200930,CALL,Follow-on Investment,-6396000,USD,0.91224,-5834687,2020 Q3,Settled,BG2-2020Q3
244,CF-BG2-20200930-EXP,2,BG2,,,44104,20200930,44089,20200915,44104,20200930,CALL,Fund Expense,-225000,USD,0.91224,-205254,2020 Q3,Settled,BG2-2020Q3
245,CF-BG2-20200930-0205,2,BG2,10,BG2-VHS,44104,20200930,44089,20200915,44104,20200930,CALL,Investment,-18325000,USD,0.91224,-16716798,2020 Q3,Settled,BG2-2020Q3
246,CF-BG2-20200930-FEE,2,BG2,,,44104,20200930,44089,20200915,44104,20200930,CALL,Management Fee,-2250000,USD,0.91224,-2052540,2020 Q3,Settled,BG2-2020Q3
247,CF-BG2-20201231-0206,2,BG2,10,BG2-VHS,44196,20201231,44181,20201216,44196,20201231,CALL,Follow-on Investment,-7635000,USD,0.894233,-6827469,2020 Q4,Settled,BG2-2020Q4
248,CF-BG2-20201231-EXP,2,BG2,,,44196,20201231,44181,20201216,44196,20201231,CALL,Fund Expense,-225000,USD,0.894233,-201202,2020 Q4,Settled,BG2-2020Q4
249,CF-BG2-20201231-FEE,2,BG2,,,44196,20201231,44181,20201216,44196,20201231,CALL,Management Fee,-2250000,USD,0.894233,-2012024,2020 Q4,Settled,BG2-2020Q4
250,CF-BG2-20210331-0207,2,BG2,10,BG2-VHS,44286,20210331,44271,20210316,44286,20210331,CALL,Follow-on Investment,-4581000,USD,0.895466,-4102130,2021 Q1,Settled,BG2-2021Q1
251,CF-BG2-20210331-EXP,2,BG2,,,44286,20210331,44271,20210316,44286,20210331,CALL,Fund Expense,-225000,USD,0.895466,-201480,2021 Q1,Settled,BG2-2021Q1
252,CF-BG2-20210331-FEE,2,BG2,,,44286,20210331,44271,20210316,44286,20210331,CALL,Management Fee,-2250000,USD,0.895466,-2014798,2021 Q1,Settled,BG2-2021Q1
253,CF-BG2-20210331-0146,2,BG2,7,BG2-NDC,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,12000,USD,0.895466,10746,2021 Q1,Settled,BG2-2021Q1
254,CF-BG2-20210630-EXP,2,BG2,,,44377,20210630,44362,20210615,44377,20210630,CALL,Fund Expense,-225000,USD,0.900665,-202650,2021 Q2,Settled,BG2-2021Q2
255,CF-BG2-20210630-0222,2,BG2,11,BG2-GOA,44377,20210630,44362,20210615,44377,20210630,CALL,Investment,-34952000,USD,0.900665,-31480043,2021 Q2,Settled,BG2-2021Q2
256,CF-BG2-20210630-FEE,2,BG2,,,44377,20210630,44362,20210615,44377,20210630,CALL,Management Fee,-2250000,USD,0.900665,-2026496,2021 Q2,Settled,BG2-2021Q2
257,CF-BG2-20210630-0147,2,BG2,7,BG2-NDC,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,13000,USD,0.900665,11709,2021 Q2,Settled,BG2-2021Q2
258,CF-BG2-20210930-0223,2,BG2,11,BG2-GOA,44469,20210930,44454,20210915,44469,20210930,CALL,Follow-on Investment,-14563000,USD,0.914272,-13314543,2021 Q3,Settled,BG2-2021Q3
259,CF-BG2-20210930-EXP,2,BG2,,,44469,20210930,44454,20210915,44469,20210930,CALL,Fund Expense,-225000,USD,0.914272,-205711,2021 Q3,Settled,BG2-2021Q3
260,CF-BG2-20210930-FEE,2,BG2,,,44469,20210930,44454,20210915,44469,20210930,CALL,Management Fee,-2250000,USD,0.914272,-2057112,2021 Q3,Settled,BG2-2021Q3
261,CF-BG2-20210930-0148,2,BG2,7,BG2-NDC,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,14000,USD,0.914272,12800,2021 Q3,Settled,BG2-2021Q3
262,CF-BG2-20210930-0168,2,BG2,8,BG2-PCA,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,10000,USD,0.914272,9143,2021 Q3,Settled,BG2-2021Q3
263,CF-BG2-20211231-0224,2,BG2,11,BG2-GOA,44561,20211231,44546,20211216,44561,20211231,CALL,Follow-on Investment,-8738000,USD,0.924067,-8074497,2021 Q4,Settled,BG2-2021Q4
264,CF-BG2-20211231-EXP,2,BG2,,,44561,20211231,44546,20211216,44561,20211231,CALL,Fund Expense,-225000,USD,0.924067,-207915,2021 Q4,Settled,BG2-2021Q4
265,CF-BG2-20211231-FEE,2,BG2,,,44561,20211231,44546,20211216,44561,20211231,CALL,Management Fee,-2250000,USD,0.924067,-2079151,2021 Q4,Settled,BG2-2021Q4
266,CF-BG2-20211231-0149,2,BG2,7,BG2-NDC,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,15000,USD,0.924067,13861,2021 Q4,Settled,BG2-2021Q4
267,CF-BG2-20211231-0169,2,BG2,8,BG2-PCA,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,11000,USD,0.924067,10165,2021 Q4,Settled,BG2-2021Q4
268,CF-BG2-20220331-EXP,2,BG2,,,44651,20220331,44636,20220316,44651,20220331,CALL,Fund Expense,-225000,USD,0.920537,-207121,2022 Q1,Settled,BG2-2022Q1
269,CF-BG2-20220331-0236,2,BG2,12,BG2-CPF,44651,20220331,44636,20220316,44651,20220331,CALL,Investment,-41982000,USD,0.920537,-38645984,2022 Q1,Settled,BG2-2022Q1
270,CF-BG2-20220331-FEE,2,BG2,,,44651,20220331,44636,20220316,44651,20220331,CALL,Management Fee,-2250000,USD,0.920537,-2071208,2022 Q1,Settled,BG2-2022Q1
271,CF-BG2-20220331-0150,2,BG2,7,BG2-NDC,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,16000,USD,0.920537,14729,2022 Q1,Settled,BG2-2022Q1
272,CF-BG2-20220331-0170,2,BG2,8,BG2-PCA,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,12000,USD,0.920537,11046,2022 Q1,Settled,BG2-2022Q1
273,CF-BG2-20220331-0189,2,BG2,9,BG2-HHT,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,8000,USD,0.920537,7364,2022 Q1,Settled,BG2-2022Q1
274,CF-BG2-20220630-0237,2,BG2,12,BG2-CPF,44742,20220630,44727,20220615,44742,20220630,CALL,Follow-on Investment,-17492000,USD,0.92071,-16105059,2022 Q2,Settled,BG2-2022Q2
275,CF-BG2-20220630-EXP,2,BG2,,,44742,20220630,44727,20220615,44742,20220630,CALL,Fund Expense,-225000,USD,0.92071,-207160,2022 Q2,Settled,BG2-2022Q2
276,CF-BG2-20220630-FEE,2,BG2,,,44742,20220630,44727,20220615,44742,20220630,CALL,Management Fee,-2250000,USD,0.92071,-2071598,2022 Q2,Settled,BG2-2022Q2
277,CF-BG2-20220630-0151,2,BG2,7,BG2-NDC,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,17000,USD,0.92071,15652,2022 Q2,Settled,BG2-2022Q2
278,CF-BG2-20220630-0171,2,BG2,8,BG2-PCA,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,12000,USD,0.92071,11049,2022 Q2,Settled,BG2-2022Q2
279,CF-BG2-20220630-0190,2,BG2,9,BG2-HHT,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,9000,USD,0.92071,8286,2022 Q2,Settled,BG2-2022Q2
280,CF-BG2-20220930-0238,2,BG2,12,BG2-CPF,44834,20220930,44819,20220915,44834,20220930,CALL,Follow-on Investment,-10496000,USD,0.9294,-9754982,2022 Q3,Settled,BG2-2022Q3
281,CF-BG2-20220930-EXP,2,BG2,,,44834,20220930,44819,20220915,44834,20220930,CALL,Fund Expense,-225000,USD,0.9294,-209115,2022 Q3,Settled,BG2-2022Q3
282,CF-BG2-20220930-FEE,2,BG2,,,44834,20220930,44819,20220915,44834,20220930,CALL,Management Fee,-2250000,USD,0.9294,-2091150,2022 Q3,Settled,BG2-2022Q3
283,CF-BG2-20220930-0152,2,BG2,7,BG2-NDC,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,18000,USD,0.9294,16729,2022 Q3,Settled,BG2-2022Q3
