InvestorCashflowID,InvestorCashflowRef,CashflowID,CashflowRef,FundID,FundCode,InvestorID,InvestorCode,Date,DateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,CommitmentSharePct,Status,AllocationMethod
2477,ICF-002477,234,CF-BG2-20191231-EXP,2,BG2,11,MCV,43830,20191231,CALL,Fund Expense,-5000,USD,0.974465,-4872,0.022222222,Settled,Pro Rata by Eligible Commitment
2478,ICF-002478,234,CF-BG2-20191231-EXP,2,BG2,5,UKPBF,43830,20191231,CALL,Fund Expense,-12500,USD,0.974465,-12181,0.055555556,Settled,Pro Rata by Eligible Commitment
2479,ICF-002479,234,CF-BG2-20191231-EXP,2,BG2,7,AIP,43830,20191231,CALL,Fund Expense,-30000,USD,0.974465,-29234,0.133333333,Settled,Pro Rata by Eligible Commitment
2480,ICF-002480,234,CF-BG2-20191231-EXP,2,BG2,8,UUE,43830,20191231,CALL,Fund Expense,-20000,USD,0.974465,-19489,0.088888889,Settled,Pro Rata by Eligible Commitment
2481,ICF-002481,234,CF-BG2-20191231-EXP,2,BG2,9,EIG,43830,20191231,CALL,Fund Expense,-17500,USD,0.974465,-17053,0.077777778,Settled,Pro Rata by Eligible Commitment
2482,ICF-002482,234,CF-BG2-20191231-EXP,2,BG2,10,GPCF,43830,20191231,CALL,Fund Expense,-5000,USD,0.974465,-4872,0.022222222,Settled,Pro Rata by Eligible Commitment
2483,ICF-002483,235,CF-BG2-20191231-FEE,2,BG2,1,SPR,43830,20191231,CALL,Management Fee,-225000,USD,0.974465,-219255,0.1,Settled,Pro Rata by Eligible Commitment
2484,ICF-002484,235,CF-BG2-20191231-FEE,2,BG2,2,NIG,43830,20191231,CALL,Management Fee,-250000,USD,0.974465,-243616,0.111111111,Settled,Pro Rata by Eligible Commitment
2485,ICF-002485,235,CF-BG2-20191231-FEE,2,BG2,3,GSIA,43830,20191231,CALL,Management Fee,-375000,USD,0.974465,-365424,0.166666667,Settled,Pro Rata by Eligible Commitment
2486,ICF-002486,235,CF-BG2-20191231-FEE,2,BG2,4,CPP,43830,20191231,CALL,Management Fee,-325000,USD,0.974465,-316701,0.144444444,Settled,Pro Rata by Eligible Commitment
2487,ICF-002487,235,CF-BG2-20191231-FEE,2,BG2,6,SPBAM,43830,20191231,CALL,Management Fee,-175000,USD,0.974465,-170532,0.077777778,Settled,Pro Rata by Eligible Commitment
2488,ICF-002488,235,CF-BG2-20191231-FEE,2,BG2,11,MCV,43830,20191231,CALL,Management Fee,-50000,USD,0.974465,-48723,0.022222222,Settled,Pro Rata by Eligible Commitment
2489,ICF-002489,235,CF-BG2-20191231-FEE,2,BG2,5,UKPBF,43830,20191231,CALL,Management Fee,-125000,USD,0.974465,-121808,0.055555556,Settled,Pro Rata by Eligible Commitment
2490,ICF-002490,235,CF-BG2-20191231-FEE,2,BG2,7,AIP,43830,20191231,CALL,Management Fee,-300000,USD,0.974465,-292340,0.133333333,Settled,Pro Rata by Eligible Commitment
2491,ICF-002491,235,CF-BG2-20191231-FEE,2,BG2,8,UUE,43830,20191231,CALL,Management Fee,-200000,USD,0.974465,-194893,0.088888889,Settled,Pro Rata by Eligible Commitment
2492,ICF-002492,235,CF-BG2-20191231-FEE,2,BG2,9,EIG,43830,20191231,CALL,Management Fee,-175000,USD,0.974465,-170531,0.077777778,Settled,Pro Rata by Eligible Commitment
2493,ICF-002493,235,CF-BG2-20191231-FEE,2,BG2,10,GPCF,43830,20191231,CALL,Management Fee,-50000,USD,0.974465,-48723,0.022222222,Settled,Pro Rata by Eligible Commitment
2494,ICF-002494,236,CF-BG2-20200331-0167,2,BG2,1,SPR,43921,20200331,CALL,Follow-on Investment,-894900,USD,0.948369,-848695,0.1,Settled,Pro Rata by Eligible Commitment
2495,ICF-002495,236,CF-BG2-20200331-0167,2,BG2,2,NIG,43921,20200331,CALL,Follow-on Investment,-994333,USD,0.948369,-942995,0.111111111,Settled,Pro Rata by Eligible Commitment
2496,ICF-002496,236,CF-BG2-20200331-0167,2,BG2,3,GSIA,43921,20200331,CALL,Follow-on Investment,-1491500,USD,0.948369,-1414492,0.166666667,Settled,Pro Rata by Eligible Commitment
2497,ICF-002497,236,CF-BG2-20200331-0167,2,BG2,4,CPP,43921,20200331,CALL,Follow-on Investment,-1292633,USD,0.948369,-1225893,0.144444444,Settled,Pro Rata by Eligible Commitment
2498,ICF-002498,236,CF-BG2-20200331-0167,2,BG2,6,SPBAM,43921,20200331,CALL,Follow-on Investment,-696033,USD,0.948369,-660097,0.077777778,Settled,Pro Rata by Eligible Commitment
2499,ICF-002499,236,CF-BG2-20200331-0167,2,BG2,11,MCV,43921,20200331,CALL,Follow-on Investment,-198867,USD,0.948369,-188599,0.022222222,Settled,Pro Rata by Eligible Commitment
2500,ICF-002500,236,CF-BG2-20200331-0167,2,BG2,5,UKPBF,43921,20200331,CALL,Follow-on Investment,-497167,USD,0.948369,-471498,0.055555556,Settled,Pro Rata by Eligible Commitment
2501,ICF-002501,236,CF-BG2-20200331-0167,2,BG2,7,AIP,43921,20200331,CALL,Follow-on Investment,-1193200,USD,0.948369,-1131594,0.133333333,Settled,Pro Rata by Eligible Commitment
2502,ICF-002502,236,CF-BG2-20200331-0167,2,BG2,8,UUE,43921,20200331,CALL,Follow-on Investment,-795467,USD,0.948369,-754396,0.088888889,Settled,Pro Rata by Eligible Commitment
2503,ICF-002503,236,CF-BG2-20200331-0167,2,BG2,9,EIG,43921,20200331,CALL,Follow-on Investment,-696033,USD,0.948369,-660096,0.077777778,Settled,Pro Rata by Eligible Commitment
2504,ICF-002504,236,CF-BG2-20200331-0167,2,BG2,10,GPCF,43921,20200331,CALL,Follow-on Investment,-198867,USD,0.948369,-188599,0.022222222,Settled,Pro Rata by Eligible Commitment
2505,ICF-002505,237,CF-BG2-20200331-EXP,2,BG2,1,SPR,43921,20200331,CALL,Fund Expense,-22500,USD,0.948369,-21338,0.1,Settled,Pro Rata by Eligible Commitment
2506,ICF-002506,237,CF-BG2-20200331-EXP,2,BG2,2,NIG,43921,20200331,CALL,Fund Expense,-25000,USD,0.948369,-23709,0.111111111,Settled,Pro Rata by Eligible Commitment
2507,ICF-002507,237,CF-BG2-20200331-EXP,2,BG2,3,GSIA,43921,20200331,CALL,Fund Expense,-37500,USD,0.948369,-35564,0.166666667,Settled,Pro Rata by Eligible Commitment
2508,ICF-002508,237,CF-BG2-20200331-EXP,2,BG2,4,CPP,43921,20200331,CALL,Fund Expense,-32500,USD,0.948369,-30822,0.144444444,Settled,Pro Rata by Eligible Commitment
2509,ICF-002509,237,CF-BG2-20200331-EXP,2,BG2,6,SPBAM,43921,20200331,CALL,Fund Expense,-17500,USD,0.948369,-16597,0.077777778,Settled,Pro Rata by Eligible Commitment
2510,ICF-002510,237,CF-BG2-20200331-EXP,2,BG2,11,MCV,43921,20200331,CALL,Fund Expense,-5000,USD,0.948369,-4742,0.022222222,Settled,Pro Rata by Eligible Commitment
2511,ICF-002511,237,CF-BG2-20200331-EXP,2,BG2,5,UKPBF,43921,20200331,CALL,Fund Expense,-12500,USD,0.948369,-11855,0.055555556,Settled,Pro Rata by Eligible Commitment
2512,ICF-002512,237,CF-BG2-20200331-EXP,2,BG2,7,AIP,43921,20200331,CALL,Fund Expense,-30000,USD,0.948369,-28451,0.133333333,Settled,Pro Rata by Eligible Commitment
2513,ICF-002513,237,CF-BG2-20200331-EXP,2,BG2,8,UUE,43921,20200331,CALL,Fund Expense,-20000,USD,0.948369,-18967,0.088888889,Settled,Pro Rata by Eligible Commitment
2514,ICF-002514,237,CF-BG2-20200331-EXP,2,BG2,9,EIG,43921,20200331,CALL,Fund Expense,-17500,USD,0.948369,-16596,0.077777778,Settled,Pro Rata by Eligible Commitment
2515,ICF-002515,237,CF-BG2-20200331-EXP,2,BG2,10,GPCF,43921,20200331,CALL,Fund Expense,-5000,USD,0.948369,-4742,0.022222222,Settled,Pro Rata by Eligible Commitment
2516,ICF-002516,238,CF-BG2-20200331-0186,2,BG2,1,SPR,43921,20200331,CALL,Investment,-2558500,USD,0.948369,-2426402,0.1,Settled,Pro Rata by Eligible Commitment
2517,ICF-002517,238,CF-BG2-20200331-0186,2,BG2,2,NIG,43921,20200331,CALL,Investment,-2842778,USD,0.948369,-2696002,0.111111111,Settled,Pro Rata by Eligible Commitment
2518,ICF-002518,238,CF-BG2-20200331-0186,2,BG2,3,GSIA,43921,20200331,CALL,Investment,-4264167,USD,0.948369,-4044004,0.166666667,Settled,Pro Rata by Eligible Commitment
2519,ICF-002519,238,CF-BG2-20200331-0186,2,BG2,4,CPP,43921,20200331,CALL,Investment,-3695611,USD,0.948369,-3504803,0.144444444,Settled,Pro Rata by Eligible Commitment
2520,ICF-002520,238,CF-BG2-20200331-0186,2,BG2,6,SPBAM,43921,20200331,CALL,Investment,-1989944,USD,0.948369,-1887202,0.077777778,Settled,Pro Rata by Eligible Commitment
2521,ICF-002521,238,CF-BG2-20200331-0186,2,BG2,11,MCV,43921,20200331,CALL,Investment,-568556,USD,0.948369,-539200,0.022222222,Settled,Pro Rata by Eligible Commitment
2522,ICF-002522,238,CF-BG2-20200331-0186,2,BG2,5,UKPBF,43921,20200331,CALL,Investment,-1421389,USD,0.948369,-1348001,0.055555556,Settled,Pro Rata by Eligible Commitment
2523,ICF-002523,238,CF-BG2-20200331-0186,2,BG2,7,AIP,43921,20200331,CALL,Investment,-3411333,USD,0.948369,-3235203,0.133333333,Settled,Pro Rata by Eligible Commitment
2524,ICF-002524,238,CF-BG2-20200331-0186,2,BG2,8,UUE,43921,20200331,CALL,Investment,-2274222,USD,0.948369,-2156802,0.088888889,Settled,Pro Rata by Eligible Commitment
2525,ICF-002525,238,CF-BG2-20200331-0186,2,BG2,9,EIG,43921,20200331,CALL,Investment,-1989944,USD,0.948369,-1887202,0.077777778,Settled,Pro Rata by Eligible Commitment
2526,ICF-002526,238,CF-BG2-20200331-0186,2,BG2,10,GPCF,43921,20200331,CALL,Investment,-568556,USD,0.948369,-539200,0.022222222,Settled,Pro Rata by Eligible Commitment
2527,ICF-002527,239,CF-BG2-20200331-FEE,2,BG2,1,SPR,43921,20200331,CALL,Management Fee,-225000,USD,0.948369,-213383,0.1,Settled,Pro Rata by Eligible Commitment
2528,ICF-002528,239,CF-BG2-20200331-FEE,2,BG2,2,NIG,43921,20200331,CALL,Management Fee,-250000,USD,0.948369,-237092,0.111111111,Settled,Pro Rata by Eligible Commitment
2529,ICF-002529,239,CF-BG2-20200331-FEE,2,BG2,3,GSIA,43921,20200331,CALL,Management Fee,-375000,USD,0.948369,-355638,0.166666667,Settled,Pro Rata by Eligible Commitment
2530,ICF-002530,239,CF-BG2-20200331-FEE,2,BG2,4,CPP,43921,20200331,CALL,Management Fee,-325000,USD,0.948369,-308220,0.144444444,Settled,Pro Rata by Eligible Commitment
2531,ICF-002531,239,CF-BG2-20200331-FEE,2,BG2,6,SPBAM,43921,20200331,CALL,Management Fee,-175000,USD,0.948369,-165965,0.077777778,Settled,Pro Rata by Eligible Commitment
2532,ICF-002532,239,CF-BG2-20200331-FEE,2,BG2,11,MCV,43921,20200331,CALL,Management Fee,-50000,USD,0.948369,-47418,0.022222222,Settled,Pro Rata by Eligible Commitment
2533,ICF-002533,239,CF-BG2-20200331-FEE,2,BG2,5,UKPBF,43921,20200331,CALL,Management Fee,-125000,USD,0.948369,-118546,0.055555556,Settled,Pro Rata by Eligible Commitment
2534,ICF-002534,239,CF-BG2-20200331-FEE,2,BG2,7,AIP,43921,20200331,CALL,Management Fee,-300000,USD,0.948369,-284511,0.133333333,Settled,Pro Rata by Eligible Commitment
2535,ICF-002535,239,CF-BG2-20200331-FEE,2,BG2,8,UUE,43921,20200331,CALL,Management Fee,-200000,USD,0.948369,-189674,0.088888889,Settled,Pro Rata by Eligible Commitment
2536,ICF-002536,239,CF-BG2-20200331-FEE,2,BG2,9,EIG,43921,20200331,CALL,Management Fee,-175000,USD,0.948369,-165965,0.077777778,Settled,Pro Rata by Eligible Commitment
2537,ICF-002537,239,CF-BG2-20200331-FEE,2,BG2,10,GPCF,43921,20200331,CALL,Management Fee,-50000,USD,0.948369,-47418,0.022222222,Settled,Pro Rata by Eligible Commitment
2538,ICF-002538,240,CF-BG2-20200630-0187,2,BG2,1,SPR,44012,20200630,CALL,Follow-on Investment,-1066000,USD,0.92619,-987319,0.1,Settled,Pro Rata by Eligible Commitment
2539,ICF-002539,240,CF-BG2-20200630-0187,2,BG2,2,NIG,44012,20200630,CALL,Follow-on Investment,-1184444,USD,0.92619,-1097021,0.111111111,Settled,Pro Rata by Eligible Commitment
2540,ICF-002540,240,CF-BG2-20200630-0187,2,BG2,3,GSIA,44012,20200630,CALL,Follow-on Investment,-1776667,USD,0.92619,-1645531,0.166666667,Settled,Pro Rata by Eligible Commitment
2541,ICF-002541,240,CF-BG2-20200630-0187,2,BG2,4,CPP,44012,20200630,CALL,Follow-on Investment,-1539778,USD,0.92619,-1426127,0.144444444,Settled,Pro Rata by Eligible Commitment
2542,ICF-002542,240,CF-BG2-20200630-0187,2,BG2,6,SPBAM,44012,20200630,CALL,Follow-on Investment,-829111,USD,0.92619,-767914,0.077777778,Settled,Pro Rata by Eligible Commitment
2543,ICF-002543,240,CF-BG2-20200630-0187,2,BG2,11,MCV,44012,20200630,CALL,Follow-on Investment,-236889,USD,0.92619,-219404,0.022222222,Settled,Pro Rata by Eligible Commitment
2544,ICF-002544,240,CF-BG2-20200630-0187,2,BG2,5,UKPBF,44012,20200630,CALL,Follow-on Investment,-592222,USD,0.92619,-548510,0.055555556,Settled,Pro Rata by Eligible Commitment
2545,ICF-002545,240,CF-BG2-20200630-0187,2,BG2,7,AIP,44012,20200630,CALL,Follow-on Investment,-1421333,USD,0.92619,-1316425,0.133333333,Settled,Pro Rata by Eligible Commitment
2546,ICF-002546,240,CF-BG2-20200630-0187,2,BG2,8,UUE,44012,20200630,CALL,Follow-on Investment,-947556,USD,0.92619,-877616,0.088888889,Settled,Pro Rata by Eligible Commitment
2547,ICF-002547,240,CF-BG2-20200630-0187,2,BG2,9,EIG,44012,20200630,CALL,Follow-on Investment,-829111,USD,0.92619,-767914,0.077777778,Settled,Pro Rata by Eligible Commitment
2548,ICF-002548,240,CF-BG2-20200630-0187,2,BG2,10,GPCF,44012,20200630,CALL,Follow-on Investment,-236889,USD,0.92619,-219404,0.022222222,Settled,Pro Rata by Eligible Commitment
2549,ICF-002549,241,CF-BG2-20200630-EXP,2,BG2,1,SPR,44012,20200630,CALL,Fund Expense,-22500,USD,0.92619,-20839,0.1,Settled,Pro Rata by Eligible Commitment
2550,ICF-002550,241,CF-BG2-20200630-EXP,2,BG2,2,NIG,44012,20200630,CALL,Fund Expense,-25000,USD,0.92619,-23155,0.111111111,Settled,Pro Rata by Eligible Commitment
2551,ICF-002551,241,CF-BG2-20200630-EXP,2,BG2,3,GSIA,44012,20200630,CALL,Fund Expense,-37500,USD,0.92619,-34732,0.166666667,Settled,Pro Rata by Eligible Commitment
2552,ICF-002552,241,CF-BG2-20200630-EXP,2,BG2,4,CPP,44012,20200630,CALL,Fund Expense,-32500,USD,0.92619,-30101,0.144444444,Settled,Pro Rata by Eligible Commitment
2553,ICF-002553,241,CF-BG2-20200630-EXP,2,BG2,6,SPBAM,44012,20200630,CALL,Fund Expense,-17500,USD,0.92619,-16208,0.077777778,Settled,Pro Rata by Eligible Commitment
2554,ICF-002554,241,CF-BG2-20200630-EXP,2,BG2,11,MCV,44012,20200630,CALL,Fund Expense,-5000,USD,0.92619,-4631,0.022222222,Settled,Pro Rata by Eligible Commitment
2555,ICF-002555,241,CF-BG2-20200630-EXP,2,BG2,5,UKPBF,44012,20200630,CALL,Fund Expense,-12500,USD,0.92619,-11578,0.055555556,Settled,Pro Rata by Eligible Commitment
2556,ICF-002556,241,CF-BG2-20200630-EXP,2,BG2,7,AIP,44012,20200630,CALL,Fund Expense,-30000,USD,0.92619,-27786,0.133333333,Settled,Pro Rata by Eligible Commitment
2557,ICF-002557,241,CF-BG2-20200630-EXP,2,BG2,8,UUE,44012,20200630,CALL,Fund Expense,-20000,USD,0.92619,-18524,0.088888889,Settled,Pro Rata by Eligible Commitment
2558,ICF-002558,241,CF-BG2-20200630-EXP,2,BG2,9,EIG,44012,20200630,CALL,Fund Expense,-17500,USD,0.92619,-16208,0.077777778,Settled,Pro Rata by Eligible Commitment
2559,ICF-002559,241,CF-BG2-20200630-EXP,2,BG2,10,GPCF,44012,20200630,CALL,Fund Expense,-5000,USD,0.92619,-4631,0.022222222,Settled,Pro Rata by Eligible Commitment
2560,ICF-002560,242,CF-BG2-20200630-FEE,2,BG2,1,SPR,44012,20200630,CALL,Management Fee,-225000,USD,0.92619,-208393,0.1,Settled,Pro Rata by Eligible Commitment
2561,ICF-002561,242,CF-BG2-20200630-FEE,2,BG2,2,NIG,44012,20200630,CALL,Management Fee,-250000,USD,0.92619,-231548,0.111111111,Settled,Pro Rata by Eligible Commitment
2562,ICF-002562,242,CF-BG2-20200630-FEE,2,BG2,3,GSIA,44012,20200630,CALL,Management Fee,-375000,USD,0.92619,-347321,0.166666667,Settled,Pro Rata by Eligible Commitment
2563,ICF-002563,242,CF-BG2-20200630-FEE,2,BG2,4,CPP,44012,20200630,CALL,Management Fee,-325000,USD,0.92619,-301012,0.144444444,Settled,Pro Rata by Eligible Commitment
2564,ICF-002564,242,CF-BG2-20200630-FEE,2,BG2,6,SPBAM,44012,20200630,CALL,Management Fee,-175000,USD,0.92619,-162083,0.077777778,Settled,Pro Rata by Eligible Commitment
2565,ICF-002565,242,CF-BG2-20200630-FEE,2,BG2,11,MCV,44012,20200630,CALL,Management Fee,-50000,USD,0.92619,-46309,0.022222222,Settled,Pro Rata by Eligible Commitment
2566,ICF-002566,242,CF-BG2-20200630-FEE,2,BG2,5,UKPBF,44012,20200630,CALL,Management Fee,-125000,USD,0.92619,-115774,0.055555556,Settled,Pro Rata by Eligible Commitment
2567,ICF-002567,242,CF-BG2-20200630-FEE,2,BG2,7,AIP,44012,20200630,CALL,Management Fee,-300000,USD,0.92619,-277857,0.133333333,Settled,Pro Rata by Eligible Commitment
2568,ICF-002568,242,CF-BG2-20200630-FEE,2,BG2,8,UUE,44012,20200630,CALL,Management Fee,-200000,USD,0.92619,-185238,0.088888889,Settled,Pro Rata by Eligible Commitment
2569,ICF-002569,242,CF-BG2-20200630-FEE,2,BG2,9,EIG,44012,20200630,CALL,Management Fee,-175000,USD,0.92619,-162083,0.077777778,Settled,Pro Rata by Eligible Commitment
2570,ICF-002570,242,CF-BG2-20200630-FEE,2,BG2,10,GPCF,44012,20200630,CALL,Management Fee,-50000,USD,0.92619,-46310,0.022222222,Settled,Pro Rata by Eligible Commitment
2571,ICF-002571,243,CF-BG2-20200930-0188,2,BG2,1,SPR,44104,20200930,CALL,Follow-on Investment,-639600,USD,0.91224,-583469,0.1,Settled,Pro Rata by Eligible Commitment
2572,ICF-002572,243,CF-BG2-20200930-0188,2,BG2,2,NIG,44104,20200930,CALL,Follow-on Investment,-710667,USD,0.91224,-648298,0.111111111,Settled,Pro Rata by Eligible Commitment
2573,ICF-002573,243,CF-BG2-20200930-0188,2,BG2,3,GSIA,44104,20200930,CALL,Follow-on Investment,-1066000,USD,0.91224,-972448,0.166666667,Settled,Pro Rata by Eligible Commitment
2574,ICF-002574,243,CF-BG2-20200930-0188,2,BG2,4,CPP,44104,20200930,CALL,Follow-on Investment,-923867,USD,0.91224,-842788,0.144444444,Settled,Pro Rata by Eligible Commitment
2575,ICF-002575,243,CF-BG2-20200930-0188,2,BG2,6,SPBAM,44104,20200930,CALL,Follow-on Investment,-497467,USD,0.91224,-453809,0.077777778,Settled,Pro Rata by Eligible Commitment
2576,ICF-002576,243,CF-BG2-20200930-0188,2,BG2,11,MCV,44104,20200930,CALL,Follow-on Investment,-142133,USD,0.91224,-129660,0.022222222,Settled,Pro Rata by Eligible Commitment
2577,ICF-002577,243,CF-BG2-20200930-0188,2,BG2,5,UKPBF,44104,20200930,CALL,Follow-on Investment,-355333,USD,0.91224,-324149,0.055555556,Settled,Pro Rata by Eligible Commitment
2578,ICF-002578,243,CF-BG2-20200930-0188,2,BG2,7,AIP,44104,20200930,CALL,Follow-on Investment,-852800,USD,0.91224,-777958,0.133333333,Settled,Pro Rata by Eligible Commitment
2579,ICF-002579,243,CF-BG2-20200930-0188,2,BG2,8,UUE,44104,20200930,CALL,Follow-on Investment,-568533,USD,0.91224,-518639,0.088888889,Settled,Pro Rata by Eligible Commitment
2580,ICF-002580,243,CF-BG2-20200930-0188,2,BG2,9,EIG,44104,20200930,CALL,Follow-on Investment,-497467,USD,0.91224,-453809,0.077777778,Settled,Pro Rata by Eligible Commitment
2581,ICF-002581,243,CF-BG2-20200930-0188,2,BG2,10,GPCF,44104,20200930,CALL,Follow-on Investment,-142133,USD,0.91224,-129660,0.022222222,Settled,Pro Rata by Eligible Commitment
2582,ICF-002582,244,CF-BG2-20200930-EXP,2,BG2,1,SPR,44104,20200930,CALL,Fund Expense,-22500,USD,0.91224,-20526,0.1,Settled,Pro Rata by Eligible Commitment
2583,ICF-002583,244,CF-BG2-20200930-EXP,2,BG2,2,NIG,44104,20200930,CALL,Fund Expense,-25000,USD,0.91224,-22806,0.111111111,Settled,Pro Rata by Eligible Commitment
2584,ICF-002584,244,CF-BG2-20200930-EXP,2,BG2,3,GSIA,44104,20200930,CALL,Fund Expense,-37500,USD,0.91224,-34209,0.166666667,Settled,Pro Rata by Eligible Commitment
2585,ICF-002585,244,CF-BG2-20200930-EXP,2,BG2,4,CPP,44104,20200930,CALL,Fund Expense,-32500,USD,0.91224,-29648,0.144444444,Settled,Pro Rata by Eligible Commitment
2586,ICF-002586,244,CF-BG2-20200930-EXP,2,BG2,6,SPBAM,44104,20200930,CALL,Fund Expense,-17500,USD,0.91224,-15964,0.077777778,Settled,Pro Rata by Eligible Commitment
2587,ICF-002587,244,CF-BG2-20200930-EXP,2,BG2,11,MCV,44104,20200930,CALL,Fund Expense,-5000,USD,0.91224,-4561,0.022222222,Settled,Pro Rata by Eligible Commitment
2588,ICF-002588,244,CF-BG2-20200930-EXP,2,BG2,5,UKPBF,44104,20200930,CALL,Fund Expense,-12500,USD,0.91224,-11403,0.055555556,Settled,Pro Rata by Eligible Commitment
2589,ICF-002589,244,CF-BG2-20200930-EXP,2,BG2,7,AIP,44104,20200930,CALL,Fund Expense,-30000,USD,0.91224,-27367,0.133333333,Settled,Pro Rata by Eligible Commitment
2590,ICF-002590,244,CF-BG2-20200930-EXP,2,BG2,8,UUE,44104,20200930,CALL,Fund Expense,-20000,USD,0.91224,-18245,0.088888889,Settled,Pro Rata by Eligible Commitment
2591,ICF-002591,244,CF-BG2-20200930-EXP,2,BG2,9,EIG,44104,20200930,CALL,Fund Expense,-17500,USD,0.91224,-15964,0.077777778,Settled,Pro Rata by Eligible Commitment
2592,ICF-002592,244,CF-BG2-20200930-EXP,2,BG2,10,GPCF,44104,20200930,CALL,Fund Expense,-5000,USD,0.91224,-4561,0.022222222,Settled,Pro Rata by Eligible Commitment
2593,ICF-002593,245,CF-BG2-20200930-0205,2,BG2,1,SPR,44104,20200930,CALL,Investment,-1832500,USD,0.91224,-1671680,0.1,Settled,Pro Rata by Eligible Commitment
2594,ICF-002594,245,CF-BG2-20200930-0205,2,BG2,2,NIG,44104,20200930,CALL,Investment,-2036111,USD,0.91224,-1857422,0.111111111,Settled,Pro Rata by Eligible Commitment
2595,ICF-002595,245,CF-BG2-20200930-0205,2,BG2,3,GSIA,44104,20200930,CALL,Investment,-3054167,USD,0.91224,-2786133,0.166666667,Settled,Pro Rata by Eligible Commitment
2596,ICF-002596,245,CF-BG2-20200930-0205,2,BG2,4,CPP,44104,20200930,CALL,Investment,-2646944,USD,0.91224,-2414649,0.144444444,Settled,Pro Rata by Eligible Commitment
2597,ICF-002597,245,CF-BG2-20200930-0205,2,BG2,6,SPBAM,44104,20200930,CALL,Investment,-1425278,USD,0.91224,-1300195,0.077777778,Settled,Pro Rata by Eligible Commitment
2598,ICF-002598,245,CF-BG2-20200930-0205,2,BG2,11,MCV,44104,20200930,CALL,Investment,-407222,USD,0.91224,-371485,0.022222222,Settled,Pro Rata by Eligible Commitment
2599,ICF-002599,245,CF-BG2-20200930-0205,2,BG2,5,UKPBF,44104,20200930,CALL,Investment,-1018056,USD,0.91224,-928711,0.055555556,Settled,Pro Rata by Eligible Commitment
2600,ICF-002600,245,CF-BG2-20200930-0205,2,BG2,7,AIP,44104,20200930,CALL,Investment,-2443333,USD,0.91224,-2228906,0.133333333,Settled,Pro Rata by Eligible Commitment
2601,ICF-002601,245,CF-BG2-20200930-0205,2,BG2,8,UUE,44104,20200930,CALL,Investment,-1628889,USD,0.91224,-1485938,0.088888889,Settled,Pro Rata by Eligible Commitment
2602,ICF-002602,245,CF-BG2-20200930-0205,2,BG2,9,EIG,44104,20200930,CALL,Investment,-1425278,USD,0.91224,-1300195,0.077777778,Settled,Pro Rata by Eligible Commitment
2603,ICF-002603,245,CF-BG2-20200930-0205,2,BG2,10,GPCF,44104,20200930,CALL,Investment,-407222,USD,0.91224,-371484,0.022222222,Settled,Pro Rata by Eligible Commitment
2604,ICF-002604,246,CF-BG2-20200930-FEE,2,BG2,1,SPR,44104,20200930,CALL,Management Fee,-225000,USD,0.91224,-205254,0.1,Settled,Pro Rata by Eligible Commitment
2605,ICF-002605,246,CF-BG2-20200930-FEE,2,BG2,2,NIG,44104,20200930,CALL,Management Fee,-250000,USD,0.91224,-228060,0.111111111,Settled,Pro Rata by Eligible Commitment
2606,ICF-002606,246,CF-BG2-20200930-FEE,2,BG2,3,GSIA,44104,20200930,CALL,Management Fee,-375000,USD,0.91224,-342090,0.166666667,Settled,Pro Rata by Eligible Commitment
2607,ICF-002607,246,CF-BG2-20200930-FEE,2,BG2,4,CPP,44104,20200930,CALL,Management Fee,-325000,USD,0.91224,-296478,0.144444444,Settled,Pro Rata by Eligible Commitment
2608,ICF-002608,246,CF-BG2-20200930-FEE,2,BG2,6,SPBAM,44104,20200930,CALL,Management Fee,-175000,USD,0.91224,-159642,0.077777778,Settled,Pro Rata by Eligible Commitment
2609,ICF-002609,246,CF-BG2-20200930-FEE,2,BG2,11,MCV,44104,20200930,CALL,Management Fee,-50000,USD,0.91224,-45612,0.022222222,Settled,Pro Rata by Eligible Commitment
2610,ICF-002610,246,CF-BG2-20200930-FEE,2,BG2,5,UKPBF,44104,20200930,CALL,Management Fee,-125000,USD,0.91224,-114030,0.055555556,Settled,Pro Rata by Eligible Commitment
2611,ICF-002611,246,CF-BG2-20200930-FEE,2,BG2,7,AIP,44104,20200930,CALL,Management Fee,-300000,USD,0.91224,-273672,0.133333333,Settled,Pro Rata by Eligible Commitment
2612,ICF-002612,246,CF-BG2-20200930-FEE,2,BG2,8,UUE,44104,20200930,CALL,Management Fee,-200000,USD,0.91224,-182448,0.088888889,Settled,Pro Rata by Eligible Commitment
2613,ICF-002613,246,CF-BG2-20200930-FEE,2,BG2,9,EIG,44104,20200930,CALL,Management Fee,-175000,USD,0.91224,-159642,0.077777778,Settled,Pro Rata by Eligible Commitment
2614,ICF-002614,246,CF-BG2-20200930-FEE,2,BG2,10,GPCF,44104,20200930,CALL,Management Fee,-50000,USD,0.91224,-45612,0.022222222,Settled,Pro Rata by Eligible Commitment
2615,ICF-002615,247,CF-BG2-20201231-0206,2,BG2,1,SPR,44196,20201231,CALL,Follow-on Investment,-763500,USD,0.894233,-682747,0.1,Settled,Pro Rata by Eligible Commitment
2616,ICF-002616,247,CF-BG2-20201231-0206,2,BG2,2,NIG,44196,20201231,CALL,Follow-on Investment,-848333,USD,0.894233,-758608,0.111111111,Settled,Pro Rata by Eligible Commitment
